coords,bus_stops_closest_km,bus_stops_less500m,bus_stops_0.5-1km,bus_stops_1-3km,bus_stops_3-5km,bus_stops_5-10km,bus_stops_10-15km
"('55.646462', '37.750083')",0.18757416210391137,16,38,372,503,2576,3998
"('55.644521', '37.750828')",0.06469325313984899,11,49,341,530,2514,3975
"('55.646828', '37.742744')",0.06409019338986467,18,32,380,544,2624,4062
"('55.626406', '37.745519')",0.09181756928055852,18,37,329,471,2172,3657
"('55.655117', '37.758186')",0.101127401320208,16,53,369,471,2654,4023
"('55.652847', '37.749598')",0.1563575972360704,19,51,382,497,2709,4089
"('55.62624', '37.747917')",0.0896868576044246,19,36,317,473,2137,3656
"('55.646238', '37.736419')",0.09481868621064128,15,32,368,579,2632,4114
"('55.63634', '37.792583')",0.11185119158431232,6,19,171,484,2006,3456
"('55.669939', '37.758768')",0.2050373738095197,11,65,323,579,3033,4178
"('55.508876', '37.343532')",0.2154546786035516,4,20,82,113,521,1294
"('55.632057', '37.754116')",0.07634495986191003,16,47,316,504,2199,3756
"('55.644521', '37.750828')",0.06469325313984899,11,49,341,530,2514,3975
"('55.686832', '37.724813')",0.14955566665964845,12,50,347,755,3602,4638
"('55.67341', '37.8093')",0.07317605555388129,5,13,184,689,2381,3830
"('55.726583', '37.622064')",0.09186518979929839,20,58,481,932,4182,5631
"('55.716402', '37.6109705')",0.18132794516650722,10,66,391,979,4104,5514
"('55.76952', '37.601852')",0.22372825754976133,25,43,534,998,4142,5755
"('55.739732', '37.605508')",0.4419570677349869,4,52,477,1006,4189,5549
"('55.740162', '37.604978')",0.3924104934341235,7,49,482,1001,4205,5527
"('55.7407249', '37.6011633')",0.14903503593743028,14,46,484,956,4258,5512
"('55.6438807', '37.3571627')",0.13327892080950463,15,36,194,268,1357,2165
"('55.644227', '37.38878')",0.2993029569703298,12,25,186,290,1733,2604
"('55.640073', '37.365354')",0.11182928580608752,10,35,215,243,1478,2249
"('55.6396042', '37.366312')",0.06017609402441896,8,36,213,247,1483,2257
"('55.645151', '37.350063')",0.061560754756304924,10,37,188,240,1318,2109
"('55.643144', '37.38499')",0.1318983924159618,9,31,187,277,1687,2567
"('55.641796', '37.36662')",0.1359405432666802,11,37,209,259,1477,2290
"('55.638765', '37.358049')",0.17648593529243367,23,19,217,234,1399,2139
"('55.640909', '37.36157')",0.16357932996431843,20,26,207,257,1421,2218
"('55.6438807', '37.3571627')",0.13327892080950463,15,36,194,268,1357,2165
"('55.641244', '37.356172')",0.046894621207952104,19,28,205,256,1362,2137
"('55.63976', '37.362245')",0.26532308828495405,19,27,208,249,1432,2225
"('55.640909', '37.36157')",0.16357932996431843,20,26,207,257,1421,2218
"('55.634934', '37.34576')",0.1284469389531483,10,54,159,282,1167,2176
"('55.641244', '37.356172')",0.046894621207952104,19,28,205,256,1362,2137
"('55.641244', '37.356172')",0.046894621207952104,19,28,205,256,1362,2137
"('55.639638', '37.397908')",0.05180019761388343,5,31,185,336,1732,2735
"('55.638088', '37.400121')",0.11211109315651921,4,29,182,341,1723,2751
"('55.6375', '37.363564')",0.04204326884286596,10,25,212,243,1448,2214
"('55.644704', '37.385861')",0.10800035323365885,10,34,177,292,1696,2580
"('55.624714', '37.376059')",0.592009721162525,0,2,206,293,1382,2532
"('55.643053', '37.391107')",0.22363809551733277,9,24,183,307,1729,2624
"('55.638912', '37.36164')",0.23149394605087262,23,21,216,238,1434,2204
"('55.641829', '37.360699')",0.12433155643861477,17,34,200,265,1400,2211
"('55.633851', '37.41405')",0.22141532924023305,8,13,164,405,1715,2914
"('55.645852', '37.389059')",0.13788250396388613,9,29,184,289,1759,2577
"('55.646223', '37.385978')",0.10102289891393151,10,36,175,298,1720,2564
"('55.64216', '37.368979')",0.21956202110710576,13,33,220,252,1514,2324
"('55.644221', '37.352327')",0.04610988372480374,12,34,200,242,1328,2132
"('55.643053', '37.391107')",0.22363809551733277,9,24,183,307,1729,2624
"('55.642083', '37.327381')",0.06611047661994195,16,32,174,239,1095,2082
"('55.661816', '37.419916')",0.19685931682477137,14,25,185,419,2120,3132
"('55.601305', '37.411346')",0.12131936809897927,14,4,129,275,1393,2799
"('55.636605', '37.314023')",0.06555058062624324,8,24,148,234,912,2030
"('55.6433374', '37.3590022')",0.09080452881540277,13,41,192,278,1366,2196
"('55.64216', '37.368979')",0.21956202110710576,13,33,220,252,1514,2324
"('55.6438807', '37.3571627')",0.13327892080950463,15,36,194,268,1357,2165
"('55.647204', '37.371587')",0.06776609170189593,12,22,222,250,1596,2326
"('55.635945', '37.344619')",0.2048087956043371,14,53,163,288,1159,2169
"('55.648094', '37.394028')",0.198585113546899,10,37,179,320,1804,2619
"('55.692648', '37.496704')",0.14679440265462365,12,25,395,619,3101,4450
"('55.626579', '37.313502')",0.1250278585820138,10,17,150,215,906,1946
"('55.681091', '37.459845')",0.3064493407030393,11,23,307,529,2605,3940
"('55.66164', '37.41553')",0.13854726468617137,11,28,176,411,2095,3049
"('55.6674', '37.450333')",0.322330538007802,14,23,277,451,2464,3494
"('55.635945', '37.344619')",0.2048087956043371,14,53,163,288,1159,2169
"('55.64447', '37.348994')",0.10590874622685813,11,35,187,240,1305,2101
"('55.64269', '37.3577113')",0.060609139638503194,17,35,196,273,1361,2185
"('55.633409', '37.321524')",0.06363729493973878,10,43,134,262,938,2097
"('55.675346', '37.500973')",0.17603662886066698,22,41,375,691,2950,4370
"('55.625303', '37.314346')",0.15509297039693737,11,15,151,211,903,1955
"('55.653858', '37.396362')",0.05669575997004423,12,35,178,349,1888,2683
"('55.655869', '37.427381')",0.0743334024330319,4,23,202,402,2153,3164
"('55.836999', '37.661329')",0.16969359968116968,18,35,390,597,3312,4167
"('55.849498', '37.623171')",0.1875435213125674,11,22,445,745,3056,4186
"('55.854168', '37.623563')",0.16489030440785116,12,26,397,797,2870,4196
"('55.847295', '37.638521')",0.06602906414332153,26,18,463,685,3103,4137
"('55.850535', '37.654439')",0.17649771200801787,8,37,388,676,2928,4151
"('55.852734', '37.615677')",0.16193234858211528,14,22,376,853,2892,4247
"('55.857946', '37.617307')",0.18096415615471118,14,31,371,848,2739,4247
"('55.84771', '37.6366')",0.11244459983298351,22,24,460,693,3105,4123
"('55.852734', '37.615677')",0.16193234858211528,14,22,376,853,2892,4247
"('55.849691', '37.620905')",0.10481999865046873,11,21,431,771,3032,4214
"('55.856184', '37.659254')",0.10564313622126681,20,38,365,650,2757,4063
"('55.827656', '37.665436')",0.2379731964961678,6,49,374,696,3459,4227
"('55.849498', '37.623171')",0.1875435213125674,11,22,445,745,3056,4186
"('55.85973', '37.6653')",0.03474333428116086,16,36,344,592,2653,3991
"('55.838147', '37.661257')",0.2183318208324731,18,36,396,601,3273,4162
"('55.8558', '37.68467')",0.1680988601755921,8,26,277,600,2649,3882
"('55.858817', '37.638755')",0.1217324458856452,7,31,410,734,2714,4116
"('55.793156', '37.622772')",0.05579976044990849,14,59,433,1099,3874,5360
"('55.810596', '37.617374')",0.051843750869656056,12,27,529,834,4044,4677
"('55.855083', '37.660054')",0.19361900374190966,19,31,368,646,2801,4066
"('55.86071', '37.670967')",0.08675055077120128,16,54,327,561,2618,3923
"('55.849498', '37.623171')",0.1875435213125674,11,22,445,745,3056,4186
"('55.848731', '37.639743')",0.01799959940080945,24,28,440,703,3039,4139
"('55.8495', '37.63888')",0.06429414341735888,19,37,427,727,3000,4158
"('55.862793', '37.643058')",0.12756492228685984,9,19,418,670,2567,4096
"('55.8495825', '37.6409167')",0.09987038429865026,21,33,440,702,3009,4135
"('55.84771', '37.6366')",0.11244459983298351,22,24,460,693,3105,4123
"('55.850141', '37.622425')",0.2065917501060596,14,20,430,765,3018,4204
"('55.835508', '37.654718')",0.13719488649513972,25,32,409,647,3390,4163
"('55.847311', '37.628999')",0.08166543267528818,10,39,445,713,3143,4124
"('55.860822', '37.66123')",0.11636535509028481,20,36,367,601,2633,3985
"('55.860822', '37.66123')",0.11636535509028481,20,36,367,601,2633,3985
"('55.836266', '37.642528')",0.1478575545358866,16,64,392,701,3380,4212
"('55.827338', '37.666423')",0.22133362464620274,5,45,374,691,3465,4214
"('55.852177', '37.635916')",0.21880157030422928,6,47,407,759,2913,4170
"('55.86169', '37.642643')",0.13509717995385379,9,21,417,687,2586,4138
"('55.858868', '37.665993')",0.14002365410358664,21,32,340,600,2679,3991
"('55.860873', '37.613737')",0.029098260416427935,10,55,350,864,2633,4276
"('55.849615', '37.637614')",0.04630263418424995,19,33,427,732,2995,4167
"('55.847311', '37.628999')",0.08166543267528818,10,39,445,713,3143,4124
"('55.809231', '37.636392')",0.03787463229902062,18,28,445,951,3802,4790
"('55.830892', '37.646606')",0.046554507496294244,37,78,359,758,3524,4178
"('55.889563', '37.669872')",0.2541336818575377,17,37,286,456,1826,3283
"('55.881631', '37.6835')",0.06084978728541484,11,43,317,396,1955,3355
"('55.851635', '37.63419')",0.2636637246263219,7,48,401,767,2935,4162
"('55.854458', '37.68516')",0.19906809794759886,9,19,275,615,2655,3934
"('55.848816', '37.59704')",0.051069474902380715,11,29,374,846,3107,4246
"('55.864242', '37.620034')",0.1763194124416932,16,34,377,802,2601,4112
"('55.853041', '37.647603')",0.0723042586689447,15,39,411,678,2878,4105
"('55.848816', '37.59704')",0.051069474902380715,11,29,374,846,3107,4246
"('55.862767', '37.611563')",0.11511281057144174,19,47,349,838,2606,4209
"('55.847244', '37.635567')",0.04285395705920624,23,23,466,692,3120,4128
"('55.858817', '37.638755')",0.1217324458856452,7,31,410,734,2714,4116
"('55.837807', '37.662598')",0.24459881001963707,19,32,400,590,3280,4161
"('55.860615', '37.668417')",0.08926495766960785,16,51,332,573,2621,3945
"('55.834421', '37.659596')",0.09889334589697871,24,35,395,635,3411,4164
"('55.849615', '37.637614')",0.04630263418424995,19,33,427,732,2995,4167
"('55.806656', '37.7715')",0.08474489614017253,14,41,352,494,2688,4143
"('55.811138', '37.808689')",0.09740358976303005,12,52,306,267,2146,3825
"('55.6583', '37.574696')",0.13060849878108716,16,41,411,733,3086,4834
"('55.80376', '37.769936')",0.15824388253412838,12,38,353,535,2742,4199
"('55.87106', '37.663223')",0.10469580325992621,20,39,379,489,2339,3747
"('55.824501', '37.583095')",0.10867930879559398,15,41,346,936,3713,4531
"('55.80663', '37.640766')",0.04288101861978407,13,23,473,965,3834,4838
"('55.867556', '37.603361')",0.15996317950714484,18,42,364,731,2579,4054
"('55.663887', '37.769398')",0.11093964498825606,17,47,303,547,2695,4024
"('55.663481', '37.73041')",0.11985639949677085,6,35,376,573,3166,4338
"('55.663887', '37.769398')",0.11093964498825606,17,47,303,547,2695,4024
"('55.670062', '37.743759')",0.0973643672012532,21,28,424,522,3272,4203
"('55.671493', '37.750927')",0.125446710409753,18,55,377,548,3241,4146
"('55.643917', '37.702616')",0.1507980765579017,9,35,278,782,2525,4542
"('55.645476', '37.707215')",0.07533341535871327,17,20,289,793,2569,4516
"('55.667709', '37.777411')",0.1490986535348115,15,37,276,580,2686,4063
"('55.662821', '37.760809')",0.07829528883102459,11,55,344,524,2785,4094
"('55.667361', '37.752993')",0.09555821143868518,11,57,357,546,3049,4186
"('55.642728', '37.713036')",0.11171252188860128,12,25,330,731,2542,4373
"('55.664445', '37.777007')",0.14474278830694481,18,40,286,560,2604,4003
"('55.659504', '37.777084')",0.13005645706650712,15,37,308,496,2555,3887
"('55.647681', '37.730562')",0.09540515768032132,15,38,363,642,2677,4205
"('55.658662', '37.759452')",0.12434744044062167,12,51,363,482,2734,4026
"('55.655127', '37.746004')",0.20979633175151188,24,44,405,488,2831,4102
"('55.667145', '37.764111')",0.15024685733851162,17,39,333,546,2880,4115
"('55.661796', '37.729592')",0.08013261366837297,9,34,379,578,3115,4325
"('55.654934', '37.75635')",0.11039138727742089,15,56,377,469,2685,4019
"('55.67159', '37.764483')",0.09039234136970051,15,51,309,590,3012,4133
"('55.673126', '37.755726')",0.14953842030357062,16,59,346,581,3210,4124
"('55.672448', '37.761599')",0.10831117475314277,17,58,319,598,3061,4169
"('55.667178', '37.759937')",0.040890530515504765,15,44,346,551,2917,4186
"('55.646228', '37.705841')",0.18766333915765926,13,24,272,809,2587,4533
"('55.636032', '37.802265')",0.27817940933808183,5,20,133,440,1995,3319
"('55.654635', '37.765525')",0.08249942208344777,16,35,353,454,2589,3905
"('55.669986', '37.773143')",0.1581200628807141,15,44,275,601,2846,4069
"('55.667731', '37.774014')",0.045581436029637504,17,42,277,581,2746,4061
"('55.667539', '37.756545')",0.16736215526303144,11,51,349,554,2993,4191
"('55.673847', '37.759235')",0.08967241011868114,21,56,340,588,3167,4128
"('55.64066', '37.79885')",0.17575946086119104,10,7,180,445,2098,3372
"('55.657768', '37.761438')",0.043305235546558345,13,48,373,464,2703,3982
"('55.679737', '37.76539')",0.12982284787584356,20,27,380,563,3258,4089
"('55.635371', '37.794262')",0.09575947870590552,5,24,155,479,1989,3435
"('55.672757', '37.749724')",0.06660916242321105,19,58,377,558,3300,4132
"('55.667477', '37.78686')",0.20790867296457208,11,28,240,619,2568,3963
"('55.653279', '37.711428')",0.15861037009575363,14,43,262,845,2787,4563
"('55.661796', '37.729592')",0.08013261366837297,9,34,379,578,3115,4325
"('55.663481', '37.73041')",0.11985639949677085,6,35,376,573,3166,4338
"('55.675895', '37.771984')",0.03197068742469763,13,46,304,628,3005,4131
"('55.670849', '37.775442')",0.07569333312171285,13,40,268,622,2819,4093
"('55.673407', '37.753335')",0.04109772826183816,21,62,350,577,3246,4134
"('55.650099', '37.730203')",0.08585646985195339,14,42,352,666,2730,4254
"('55.649926', '37.708823')",0.1718810821481508,16,37,263,844,2670,4564
"('55.6649677', '37.7456397')",0.07791974815842594,14,51,373,552,3041,4239
"('55.667361', '37.752993')",0.09555821143868518,11,57,357,546,3049,4186
"('55.665233', '37.761734')",0.14719665136443036,15,44,347,532,2821,4157
"('55.6854618', '37.7258237')",0.1238116240845254,12,46,352,705,3636,4546
"('55.632972', '37.798637')",0.2103653204527431,12,11,133,451,1947,3314
"('55.669828', '37.761581')",0.15806205879061308,13,55,323,577,2996,4159
"('55.648443', '37.725415')",0.07438636903584876,15,36,341,714,2674,4295
"('55.650759', '37.765264')",0.15907084057094145,13,34,340,452,2498,3875
"('55.662222', '37.732656')",0.13183453891106225,9,39,383,560,3109,4302
"('55.644089', '37.716288')",0.21272661093158024,13,27,332,743,2543,4403
"('55.659414', '37.759569')",0.08504163811426618,14,50,361,483,2747,4037
"('55.645182', '37.721355')",0.12126715554442377,13,31,344,710,2597,4300
"('55.546557', '37.519557')",0.19766695642121732,13,26,198,278,1331,2337
"('55.543779', '37.45699')",0.4365037132072236,2,6,148,205,1218,2072
"('55.547397', '37.566584')",0.030876685955034323,4,33,169,316,1356,2342
"('55.537424', '37.540102')",0.10880596588057999,13,20,198,320,1217,2191
"('55.54293', '37.545168')",0.17025080407445772,18,30,191,328,1283,2278
"('55.541922', '37.494144')",0.21592439599145657,12,17,191,233,1256,2191
"('55.539548', '37.538889')",0.14249206839966921,14,26,189,335,1212,2237
"('55.55061', '37.558167')",0.20508535170287637,16,21,189,301,1414,2403
"('55.539884', '37.451887')",0.13188066535071566,5,7,108,225,1169,1972
"('55.562968', '37.500504')",0.13165773658590663,5,12,161,354,1409,2674
"('55.5541523', '37.5028576')",0.23709292937546753,8,21,172,289,1377,2492
"('55.547535', '37.548941')",0.09328830659903543,20,31,181,328,1349,2382
"('55.524936', '37.515892')",0.01618340788525389,17,19,162,327,914,1925
"('55.55003', '37.500288')",0.30409255362864324,8,33,182,239,1363,2369
"('55.567194', '37.498941')",0.3656874937512897,3,15,130,401,1397,2791
"('55.549022', '37.569099')",0.23722367219295928,4,24,178,292,1412,2346
"('55.564409', '37.500917')",0.03249141848397234,5,13,154,365,1411,2715
"('55.563757', '37.498617')",0.15445658675551793,5,16,155,362,1415,2682
"('55.537801', '37.503971')",0.028501726312868465,15,26,179,286,1144,2149
"('55.539677', '37.460086')",0.17280712850390936,5,9,131,214,1209,1988
"('55.5567986', '37.5068015')",0.4252859711491824,2,22,169,317,1398,2565
"('55.535553', '37.502274')",0.17339697066971593,11,25,171,279,1112,2092
"('55.550434', '37.49033')",0.12560856910017068,16,12,172,234,1342,2348
"('55.530225', '37.515838')",0.22973727932061186,21,23,183,295,1056,1977
"('55.537149', '37.529322')",0.1188413053534667,7,33,191,304,1211,2087
"('55.540939', '37.523645')",0.2273165552175365,2,44,178,302,1240,2185
"('55.556986', '37.510215')",0.37982430829303115,3,12,188,309,1416,2558
"('55.523682', '37.511814')",0.14275832272469408,12,19,148,336,889,1896
"('55.534688', '37.522072')",0.025985506400297356,10,41,175,321,1120,2085
"('55.542681', '37.485116')",0.2599493240304428,9,10,192,201,1277,2182
"('55.541004', '37.493225')",0.15832220249209633,12,16,187,238,1227,2179
"('55.54343', '37.555795')",0.14427535228971455,11,31,175,335,1300,2280
"('55.554975', '37.507205')",0.2317598208066906,10,10,192,283,1411,2507
"('55.546083', '37.549184')",0.10493694766869627,20,29,184,325,1327,2345
"('55.5567986', '37.5068015')",0.4252859711491824,2,22,169,317,1398,2565
"('55.5541523', '37.5028576')",0.23709292937546753,8,21,172,289,1377,2492
"('55.54484', '37.556289')",0.13411527074404847,15,34,174,327,1320,2308
"('55.523575', '37.508661')",0.12470735710370898,9,20,150,320,904,1875
"('55.540939', '37.452678')",0.2584806065021098,5,6,123,216,1179,2002
"('55.547276', '37.534317')",0.13807901081198576,9,38,192,313,1340,2375
"('55.529675', '37.512532')",0.13173050542554476,16,28,170,296,1042,1962
"('55.53743', '37.506332')",0.0220670937149356,13,29,178,283,1140,2141
"('55.564511', '37.487038')",0.0841882212692048,12,21,143,340,1400,2619
"('55.554348', '37.512757')",0.10534879459590442,10,8,212,273,1434,2463
