coords,edu_school_closest_km,edu_school_less500m,edu_school_0.5-1km,edu_school_1-3km,edu_school_3-5km,edu_school_5-10km,edu_school_10-15km
"('55.753286', '37.59657')",0.08815683610342268,4,5,21,38,144,205
"('55.753114', '37.591566')",0.06485301246296934,4,5,22,36,151,199
"('55.7531212', '37.5903682')",0.03141216780698317,4,4,23,35,153,196
"('55.7270229', '37.561437')",0.022016987885296577,3,1,19,37,151,167
"('55.727212', '37.583598')",0.23074921601906315,3,1,18,39,143,190
"('55.748936', '37.595627')",0.06365504728268814,2,5,23,37,151,198
"('55.747363', '37.594486')",0.05114745235928605,2,3,25,35,151,197
"('55.741465', '37.540784')",0.13696750039471137,2,1,17,30,156,156
"('55.757131', '37.617114')",0.30795018743362856,1,3,28,41,134,216
"('55.720585', '37.567042')",0.0445757901670951,2,2,20,37,145,178
"('55.749847', '37.579815')",0.15446511197069782,2,3,23,32,154,187
"('55.7630905', '37.5930036')",0.21998903900793867,2,8,26,34,141,212
"('55.760955', '37.611446')",0.23223381986395997,3,5,28,40,130,223
"('55.744713', '37.5827')",0.16280838376118514,1,5,21,34,149,190
"('55.742534', '37.545465')",0.07588180686805746,2,1,18,33,149,168
"('55.765716', '37.59356')",0.42020845206889745,4,7,25,31,145,204
"('55.762485', '37.598887')",0.058170308831632336,4,6,24,35,140,215
"('55.725214', '37.578496')",0.22861898801698258,1,4,16,40,145,183
"('55.744414', '37.594072')",0.10749054012659866,2,2,27,31,154,190
"('55.7180332', '37.5737618')",0.0670585602120778,2,0,22,33,149,175
"('55.751933', '37.590075')",0.1647442016507365,3,5,23,35,153,195
"('55.756396', '37.596929')",0.10987274085209452,4,5,23,36,142,209
"('55.75571', '37.600845')",0.13827082973761526,4,6,23,37,143,206
"('55.753407', '37.600082')",0.17244057142218236,3,6,22,39,142,207
"('55.74536', '37.643524')",0.14906503672598023,2,4,27,34,143,196
"('55.758929', '37.645393')",0.02893090312773839,1,2,31,34,135,195
"('55.761492', '37.592976')",0.12768375236974266,2,8,23,35,141,210
"('55.764121', '37.615416')",0.0678056228146168,2,4,27,38,134,220
"('55.75554', '37.594433')",0.12527077750377147,3,6,21,37,143,205
"('55.755388', '37.60054')",0.1755368465958808,4,6,23,38,142,207
"('55.749603', '37.597872')",0.08483706667300821,4,4,22,39,148,202
"('55.754507', '37.602687')",0.1852389096012219,3,7,22,40,140,208
"('55.7557561', '37.6033112')",0.04153039867791513,3,6,24,38,141,209
"('55.755196', '37.592796')",0.20630644637052992,3,5,22,36,145,203
"('55.75768', '37.606674')",0.23825472049856278,2,7,23,37,139,213
"('55.754753', '37.59622')",0.039855415027434185,4,5,23,36,144,206
"('55.759436', '37.605733')",0.12925612765575847,3,5,27,30,145,210
"('55.812666', '37.640911')",0.09516030273743928,1,5,11,36,139,145
"('55.801455', '37.63765')",0.19546355125434278,3,0,17,40,133,177
"('55.812292', '37.653316')",0.12263036053312566,1,2,16,32,143,133
"('55.814062', '37.623735')",0.2072518610603095,2,3,14,32,147,147
"('55.816387', '37.656082')",0.15123637443481555,1,2,14,29,145,124
"('55.8086143', '37.6472031')",0.22031734928333543,2,2,15,36,141,144
"('55.817613', '37.661859')",0.04998097137534492,1,1,15,28,143,119
"('55.8114519', '37.6453291')",0.18826070690216146,2,3,11,39,134,148
"('55.8064017', '37.6481266')",0.2966211566583368,2,2,15,35,142,146
"('55.81082', '37.626268')",0.373701367904747,2,3,14,34,145,153
"('55.809889', '37.624723')",0.4310864841895437,1,4,14,37,145,158
"('55.810364', '37.642968')",0.022707262146994457,1,4,12,38,135,151
"('55.8075152', '37.647491')",0.21910438312334707,2,2,15,36,139,147
"('55.813637', '37.645501')",0.037201084236765415,2,4,11,37,137,140
"('55.816328', '37.631379')",0.09706620191156551,2,4,11,33,143,142
"('55.804612', '37.635503')",0.06485155559353999,3,0,16,39,137,168
"('55.812752', '37.647549')",0.19187766352218125,2,2,13,36,139,139
"('55.812337', '37.658571')",0.2056027142216133,1,1,16,27,148,126
"('55.8134', '37.659847')",0.2534898869952091,1,1,16,28,148,123
"('55.815367', '37.659084')",0.06370233474352721,1,2,14,30,144,125
"('55.806282', '37.640947')",0.07526255112057552,2,2,15,36,140,156
"('55.814117', '37.64788')",0.18427258452658168,2,2,12,36,138,138
"('55.811331', '37.658086')",0.2414343887772882,1,1,17,27,148,126
"('55.806499', '37.643911')",0.11063171348976605,1,3,13,38,141,154
"('55.80527', '37.63897')",0.09783899828023461,3,1,16,37,139,162
"('55.801536', '37.636715')",0.13640972142397315,3,0,16,41,133,177
"('55.806565', '37.642662')",0.06860044736438528,1,3,13,39,140,156
"('55.815556', '37.624374')",0.08863192280614428,2,3,13,33,146,144
"('55.816045', '37.627247')",0.053918069981576944,2,4,11,35,142,145
"('55.8145435', '37.6248368')",0.12269152265557036,2,3,14,32,145,148
"('55.8158484', '37.6282409')",0.05054028615607521,2,4,12,32,145,141
"('55.812216', '37.632368')",0.3083126424455173,3,2,13,35,142,153
"('55.810602', '37.632098')",0.14403447273488662,3,2,14,36,143,154
"('55.809904', '37.635081')",0.09777174983185671,3,2,13,37,140,156
"('55.810688', '37.63676')",0.23361397823496802,3,3,12,37,138,155
"('55.8039169', '37.6292881')",0.15107155101283498,2,2,15,42,141,169
"('55.806545', '37.632107')",0.20358140198236901,3,0,15,39,142,159
"('55.808948', '37.638')",0.12201395922014359,3,2,13,37,139,154
"('55.632825', '37.744549')",0.13003410982037394,2,5,22,19,76,121
"('55.6339225', '37.7472722')",0.05051896308214843,1,4,23,17,79,120
"('55.63254', '37.762471')",0.0959316743427023,2,2,21,17,68,117
"('55.633953', '37.761078')",0.20123011570720375,3,1,24,15,71,115
"('55.633537', '37.760845')",0.15439527825598995,2,2,22,17,69,117
"('55.637333', '37.77095')",0.2021911324459413,2,1,15,22,62,116
"('55.632139', '37.755392')",0.09963874571258861,2,5,19,21,70,122
"('55.635157', '37.746624')",0.11317031549801723,2,2,25,16,80,119
"('55.636356', '37.747639')",0.24536676727530288,3,3,24,17,79,120
"('55.663918', '37.751772')",0.08300685006233513,3,3,18,27,87,136
"('55.69559', '37.604717')",0.08135703294701907,1,2,18,39,139,177
"('55.625755', '37.722882')",0.0572610052930776,2,4,23,14,79,122
"('55.6201123', '37.7485915')",0.070034723242087,5,1,21,12,73,109
"('55.679991', '37.68447')",0.12794594557400907,2,2,9,29,126,161
"('55.601203', '37.727553')",0.3268779315790572,1,4,11,20,59,106
"('55.644008', '37.712542')",0.041952141406981815,2,3,20,28,83,152
"('55.619118', '37.72502')",0.03692498012801444,2,4,18,20,67,126
"('55.6499812', '37.738784')",0.0774445487277985,2,1,27,20,90,125
"('55.64665', '37.657637')",0.07025594860802155,2,0,13,28,119,139
"('55.652496', '37.745007')",0.04680869249623187,2,3,22,25,84,133
"('55.678047', '37.6773')",0.14358562135128716,2,2,9,28,124,157
"('55.641854', '37.763827')",0.1951054434607884,1,5,16,22,68,123
"('55.639517', '37.755491')",0.22049375222296838,4,1,23,18,76,120
"('55.637714', '37.76347')",0.14284012560646667,3,1,22,16,72,113
"('55.6413', '37.767582')",0.036209641938993044,2,2,17,21,65,121
"('55.633658', '37.753928')",0.10564856134245625,3,3,23,17,74,120
"('55.629684', '37.745367')",0.0940819437739266,2,5,20,21,72,124
"('55.636824', '37.764995')",0.11320185979244589,2,2,22,16,71,113
"('55.637592', '37.76461')",0.10823035466027063,2,2,21,17,70,114
"('55.537801', '37.503971')",0.18715945442236934,3,2,8,10,36,79
"('55.659414', '37.759569')",0.15020934376994494,1,4,17,26,78,134
"('55.645426', '37.733707')",0.05399188496416869,1,3,23,24,83,130
"('55.6482618', '37.7208167')",0.07571400392900457,2,2,21,28,86,148
"('55.62235', '37.737614')",0.07110705475898695,4,4,20,15,74,115
"('55.65431', '37.763728')",0.1748925283759578,3,1,19,23,74,126
"('55.616661', '37.745322')",0.10646495050205787,3,5,15,19,64,113
"('55.688061', '37.7176547')",0.2176935578134454,2,2,17,22,124,147
"('55.618898', '37.719163')",0.15411288839181947,2,6,18,19,72,121
"('55.63636', '37.657097')",0.17497356095427447,2,0,11,38,98,145
"('55.635889', '37.76592')",0.1001746274270401,2,2,21,17,69,114
"('55.634237', '37.748601')",0.1394409247501495,3,2,25,15,81,118
"('55.60817', '37.72758')",0.05360000984521132,1,6,9,25,57,119
"('55.593726', '37.53826')",0.05735712247079066,2,1,9,23,90,94
"('55.592744', '37.668713')",0.09359330300285194,2,1,10,21,76,101
"('55.674631', '37.51344')",0.05491579224721381,2,5,25,35,106,162
"('55.616676', '37.497063')",0.10287161336795408,1,2,15,16,109,84
"('55.889816', '37.663322')",0.12885992990956713,3,0,16,13,64,112
"('55.77557', '37.498096')",0.3838160179359586,1,1,19,25,135,167
"('55.720956', '37.811016')",0.20723349165644697,1,4,14,29,77,114
"('55.67145', '37.766468')",0.058849841227820485,3,4,14,26,87,128
"('55.632526', '37.67765')",0.07024635810906536,3,1,12,36,92,138
"('55.896161', '37.612811')",0.1636763052878368,4,1,17,25,61,116
"('55.88001', '37.59277')",0.12018605822293676,1,2,24,26,84,123
"('55.876293', '37.580788')",0.03916082227727859,1,3,22,29,90,123
"('55.887276', '37.615047')",0.24211818851914438,1,2,18,26,69,122
"('55.900829', '37.589051')",0.06337091039565934,3,2,13,24,62,104
"('55.8798634', '37.5972609')",0.2364906666628306,1,2,24,24,86,125
"('55.89701', '37.600998')",0.058999300070523945,3,2,15,25,63,109
"('55.897686', '37.582394')",0.2427216751642633,5,1,18,19,70,105
"('55.896171', '37.618498')",0.07038937893730265,3,1,17,23,65,113
"('55.902858', '37.574543')",0.18923164718577754,2,3,15,19,67,98
"('55.891182', '37.603416')",0.05965901187957429,3,3,19,24,70,120
"('55.892092', '37.621902')",0.11285253438660957,2,2,17,23,66,118
"('55.898866', '37.625424')",0.2161391801086923,2,1,14,20,60,113
"('55.899199', '37.605652')",0.2969484957930354,3,2,15,23,61,106
"('55.900547', '37.61407')",0.04717317057892799,1,4,11,25,57,109
"('55.90435', '37.58175')",0.12030136481667009,2,3,13,21,59,100
"('55.90553', '37.57319')",0.16898151924542903,2,1,17,16,66,93
"('55.890007', '37.605481')",0.1995762210660082,2,4,18,26,69,120
"('55.907279', '37.567455')",0.32334364026080537,1,1,16,15,68,91
"('55.89237', '37.577418')",0.05013341326342536,2,3,22,18,83,107
"('55.881226', '37.583374')",0.2500386397951185,2,1,27,21,90,114
"('55.896626', '37.594494')",0.056172197614376036,2,3,14,27,61,114
"('55.887836', '37.615784')",0.17775054534481685,1,2,18,26,68,122
"('55.894844', '37.583355')",0.0999977308729852,3,2,20,17,78,105
"('55.892006', '37.613826')",0.0883591132516991,3,2,17,26,66,122
"('55.89137', '37.58552')",0.10600138343210017,3,4,18,24,73,116
"('55.890163', '37.584946')",0.08653204611034335,2,3,22,21,76,114
"('55.905357', '37.575756')",0.03752125938150479,2,2,15,19,62,96
"('55.90627', '37.567528')",0.212045763853162,1,2,15,16,67,95
"('55.900433', '37.608994')",0.05077443669696621,2,3,12,27,55,110
"('55.892844', '37.577606')",0.04303548632339154,2,3,20,20,81,108
"('55.883244', '37.59594')",0.07065792701881682,1,3,24,22,79,125
"('55.895966', '37.570446')",0.08024950434226619,2,3,21,18,78,100
"('55.893808', '37.577376')",0.042463335162015864,2,4,19,18,80,106
"('55.894667', '37.590057')",0.09017978563075277,2,5,13,28,65,115
"('55.893713', '37.629421')",0.16778420311426537,1,2,16,20,64,117
"('55.886086', '37.592472')",0.03559260655030391,1,4,20,25,74,122
"('55.888966', '37.598743')",0.06302177638412751,4,1,20,25,72,121
"('55.904367', '37.589069')",0.08138999630814987,2,2,13,23,56,99
"('55.843414', '37.566072')",0.06972781257360243,1,4,14,45,115,136
"('55.679311', '37.44727')",0.1823333775435933,2,0,12,29,83,133
"('55.696161', '37.476761')",0.7757664714935049,0,2,15,36,99,145
"('55.698874', '37.468312')",0.620077324323677,0,3,13,35,89,152
"('55.696123', '37.469817')",0.6548963680167882,0,3,14,35,91,150
"('55.696037', '37.460421')",0.15652514556495942,1,1,16,30,93,144
"('55.694454', '37.470581')",0.4750875216222253,1,1,15,35,94,146
"('55.698004', '37.474411')",0.8137527981483618,0,3,15,37,97,147
"('55.693622', '37.469189')",0.3757358694127844,1,1,15,35,94,145
"('55.6988776', '37.4683463')",0.6197654358843925,0,3,13,35,89,152
"('55.692024', '37.467509')",0.2278217551594187,1,1,15,32,96,143
"('55.700104', '37.468034')",0.48270332209799643,1,1,15,33,92,147
"('55.689918', '37.47024')",0.02410296678307162,1,1,16,32,100,139
"('55.692745', '37.453403')",0.28428088378573235,1,1,15,26,92,139
"('55.698622', '37.474517')",0.7453274475217367,0,3,14,37,99,145
"('55.70595', '37.47959')",0.29197698632069785,1,0,16,35,103,149
"('55.695611', '37.47351')",0.6529697929174737,0,3,14,35,97,146
"('55.699393', '37.468928')",0.5653481775281322,0,2,15,33,93,147
"('55.699981', '37.466479')",0.5045956473218874,0,2,13,34,90,149
"('55.696423', '37.47377')",0.7425719558120438,0,4,14,36,95,146
"('55.707295', '37.456822')",0.18076904034931793,1,1,14,22,103,135
"('55.713496', '37.487469')",0.2832842411561259,1,0,19,29,122,143
"('55.689035', '37.46997')",0.06383526982798138,1,1,16,34,97,143
"('55.69408', '37.477095')",0.6495003804746934,0,2,16,35,98,143
"('55.702323', '37.463035')",0.35768915030639375,1,1,14,30,94,145
"('55.739404', '37.739899')",0.06356957554683562,1,0,16,26,119,144
"('55.704327', '37.780437')",0.2621882939025546,3,3,16,24,96,127
"('55.856982', '37.637569')",0.2547279448562219,1,1,16,32,101,123
"('55.647465', '37.610672')",0.15509433684014626,2,5,18,30,131,123
"('55.873541', '37.705095')",0.3060305431943857,3,2,9,12,71,116
"('55.880295', '37.496174')",0.13081483219322354,1,2,14,23,94,84
"('55.874567', '37.580077')",0.08475504721483626,1,3,22,31,93,122
"('55.81745', '37.800865')",0.13046292152269934,2,4,12,11,68,110
"('55.865541', '37.653909')",0.13763210780175875,1,5,15,21,94,119
"('55.714035', '37.765884')",0.16122989021104286,1,4,14,26,106,132
"('55.707491', '37.928632')",0.2495255091436923,1,4,5,6,38,63
"('55.722036', '37.787498')",0.12458272604647486,1,1,18,25,101,114
"('55.81021', '37.723045')",0.13235870032206193,3,0,16,23,114,132
"('55.783524', '37.467096')",0.0544692945622586,3,1,15,32,111,162
"('55.728652', '37.68067')",0.10447700849424836,2,3,19,25,144,166
"('55.70653', '37.786743')",0.08086490616569551,2,3,15,28,92,125
"('55.926605', '37.5402')",0.06850114880668183,1,0,4,10,57,73
"('55.738388', '37.7049')",0.5906625877119678,0,4,11,36,125,173
"('55.672306', '37.76203')",0.061813394059841244,4,6,12,29,84,138
"('55.807101', '37.799328')",0.1605811481531712,2,7,8,20,62,121
"('55.70053', '37.758266')",0.09783985074552976,1,6,14,24,104,140
"('55.704874', '37.916936')",0.06232612025581604,2,2,7,9,40,73
"('55.518265', '37.572701')",0.6107593558484504,0,1,4,12,29,57
"('55.653126', '37.558723')",0.08017709812376707,1,1,28,35,112,153
"('55.500856', '37.522207')",0.3779477075019198,1,0,4,9,17,43
"('55.697179', '37.512577')",0.13020889444234382,2,3,24,37,120,157
"('55.566231', '37.497629')",0.1435850392149481,1,0,5,18,46,94
"('55.65675', '37.563213')",0.056427380449498514,1,3,30,33,115,156
"('55.661217', '37.52978')",0.11604697757313852,1,3,27,36,103,165
"('55.592378', '37.604232')",0.07618046973190547,3,2,12,22,94,92
"('55.603141', '37.588656')",0.2778701305319755,3,1,16,21,100,101
"('55.587453', '37.597163')",0.11776907532715661,1,3,13,22,82,103
"('55.59687', '37.593704')",0.11751042830797169,3,2,13,20,99,90
"('55.5838', '37.591288')",0.05332762280041836,2,0,15,20,80,102
"('55.596457', '37.599822')",0.1938747709398534,2,4,10,22,98,92
"('55.581726', '37.580842')",0.6426082387863834,0,3,10,22,76,102
"('55.587056', '37.610538')",0.33994517674760927,1,3,12,21,87,95
"('55.584645', '37.603487')",0.2876747725022023,1,3,13,21,81,101
"('55.582392', '37.58034')",0.6979578450702278,0,3,11,21,78,100
"('55.589977', '37.601196')",0.2633494592993725,2,3,13,20,89,97
"('55.591259', '37.598339')",0.09687385056628206,2,3,14,20,95,92
"('55.555184', '37.554008')",0.13887742060869632,2,1,15,11,50,91
"('55.669518', '37.628882')",0.021569335577541603,1,2,17,33,143,147
"('55.582412', '37.578797')",0.670861162398839,0,3,11,23,77,101
"('55.582629', '37.582469')",0.5779077683046919,0,4,9,23,76,103
"('55.590913', '37.594953')",0.05115452946148902,1,3,15,19,94,93
"('55.588415', '37.601798')",0.3426277485687922,2,2,14,19,89,96
"('55.581872', '37.579927')",0.6345625783240189,0,3,10,22,77,101
"('55.594055', '37.598114')",0.25272633165244374,4,2,12,23,96,93
"('55.587517', '37.610997')",0.2867557703420761,2,2,13,20,88,95
"('55.5979409', '37.608826')",0.12408473803553732,1,5,10,23,97,96
"('55.593605', '37.605865')",0.12586550895428864,2,3,11,22,94,96
"('55.597027', '37.588871')",0.20516021435028012,3,1,16,17,100,91
"('55.58292', '37.581164')",0.6585706762121486,0,4,11,20,80,99
"('55.585321', '37.601169')",0.28934586901898796,2,2,14,20,83,99
"('55.620888', '37.601627')",0.16241329284292544,2,2,13,33,106,115
"('55.601299', '37.597971')",0.10934999949821048,2,3,10,25,99,97
"('55.581578', '37.581606')",0.6315224297702182,0,3,10,22,76,101
"('55.568914', '37.590543')",0.09248275561546908,3,2,10,21,64,98
"('55.582418', '37.5814')",0.6471799786316933,0,4,9,23,76,102
"('55.776537', '37.540928')",0.26786990921543447,2,2,25,34,155,164
"('55.53399', '37.51512')",0.12502631409751105,4,0,12,6,37,71
"('55.847442', '37.564967')",0.34441387378969984,1,1,19,40,116,128
"('55.806287', '37.417994')",0.0458725832768658,3,1,14,20,93,114
"('55.642822', '37.60628')",0.2607310498237162,4,2,24,22,133,115
"('55.809196', '37.574066')",0.13266754876123946,4,1,23,35,150,147
"('55.61117', '37.52794')",0.07735561661055798,2,4,8,25,99,104
"('55.4866118', '36.9185187')",2463.74681771249,0,0,0,0,0,0
"('55.536166', '37.159387')",0.2065054164009675,1,0,1,0,3,6
"('55.487709', '36.9149866')",2464.1386186433433,0,0,0,0,0,0
"('55.4833037', '36.9148754')",2463.9645402552596,0,0,0,0,0,0
"('55.4999698', '36.9183258')",2464.326763779092,0,0,0,0,0,0
"('55.545416', '37.154742')",1.0896479337832032,0,0,1,0,4,5
"('55.5422995', '37.151866')",0.9214615984649952,0,1,0,1,3,6
"('55.5444083', '37.1538739')",1.0198410050502633,0,0,1,0,4,5
"('55.495129', '36.916608')",2464.2915335814496,0,0,0,0,0,0
"('55.753007', '37.59303')",0.15474847578133397,4,5,21,37,150,200
"('55.752141', '37.592411')",0.17788855678639928,3,6,19,38,149,201
"('55.746243', '37.600711')",0.27019043789945857,3,1,26,35,152,196
"('55.7261873', '37.5635277')",0.024939554009448153,3,1,18,38,146,172
"('55.762145', '37.606227')",0.14895206294120947,4,5,25,35,138,217
"('55.748376', '37.599256')",0.13380667677581962,3,4,23,36,148,200
"('55.753058', '37.58579')",0.1189133445832086,3,3,24,34,155,190
"('55.748939', '37.599247')",0.132637091065874,3,4,23,36,149,200
"('55.748321', '37.592482')",0.07138586900312915,2,4,24,35,154,193
"('55.747267', '37.593381')",0.026513950313979337,2,3,25,36,151,197
"('55.75092', '37.593695')",0.28496631349512785,4,4,23,35,153,195
"('55.753197', '37.584145')",0.09031174473194015,2,5,21,36,152,192
"('55.749871', '37.59356')",0.1805131388476437,3,4,24,36,153,194
"('55.750084', '37.584955')",0.23127689445125876,2,4,23,35,150,194
"('55.599153', '37.365811')",0.07750953914227086,1,1,3,8,29,84
