coords,shops_closest_km,shops_less500m,shops_0.5-1km,shops_1-3km,shops_3-5km,shops_5-10km,shops_10-15km
"('55.75571', '37.600845')",0.03226460950737082,81,393,3241,4872,20506,24931
"('55.753407', '37.600082')",0.0038388896225232507,112,270,3288,4920,20154,25226
"('55.758929', '37.645393')",0.021627369735539536,76,337,2771,4287,19528,24663
"('55.764121', '37.615416')",0.07797754902893039,227,597,2768,5536,19017,26679
"('55.75554', '37.594433')",0.04787895398239608,106,315,3245,4861,20391,24697
"('55.749603', '37.597872')",0.07690110450506621,134,218,3268,4617,20903,24097
"('55.754507', '37.602687')",0.03139157491414863,76,356,3220,5024,20044,25384
"('55.7557561', '37.6033112')",0.056146462424709775,72,426,3182,5078,19852,25637
"('55.755196', '37.592796')",0.1138261818399258,116,309,3210,5006,20242,24735
"('55.75768', '37.606674')",0.09684241708901892,75,624,2916,5459,19360,26150
"('55.754507', '37.602687')",0.03139157491414863,76,356,3220,5024,20044,25384
"('55.754753', '37.59622')",0.0857081325442402,132,258,3335,4726,20602,24539
"('55.759436', '37.605733')",0.025668072494210627,99,482,2831,5735,19315,26155
"('55.812666', '37.640911')",0.056555892568939205,122,139,973,4304,16657,20260
"('55.801455', '37.63765')",0.014798026179507855,24,94,2032,3993,18502,21282
"('55.812292', '37.653316')",0.004356626177416894,35,127,1047,4005,16464,20332
"('55.814062', '37.623735')",0.07715578578028016,31,93,1967,3365,18342,18531
"('55.816387', '37.656082')",0.07086244548341263,31,103,729,3738,16318,19878
"('55.817613', '37.661859')",0.10396042963137218,26,76,716,3292,15822,19741
"('55.8114519', '37.6453291')",0.17631094142673942,104,119,979,4359,16665,20411
"('55.8064017', '37.6481266')",0.11614676379576862,16,181,1229,4320,16803,21026
"('55.813637', '37.645501')",0.2007336491378616,92,170,890,4301,16642,19979
"('55.816328', '37.631379')",0.05702230938110186,40,369,890,4179,17001,19199
"('55.8064017', '37.6481266')",0.11614676379576862,16,181,1229,4320,16803,21026
"('55.804612', '37.635503')",0.01876086874547275,62,132,1761,4246,17033,21505
"('55.812337', '37.658571')",0.003667189750743912,34,37,1108,3636,16134,20398
"('55.8134', '37.659847')",0.10007302243619126,33,43,1050,3578,16139,20211
"('55.815367', '37.659084')",0.12621400968209226,31,72,810,3661,16055,19984
"('55.806282', '37.640947')",0.15057979542151373,82,116,1261,4466,16813,21383
"('55.814117', '37.64788')",0.15327961048136463,28,201,851,4203,16359,20217
"('55.806499', '37.643911')",0.0463206676655773,57,148,1263,4380,16827,21148
"('55.80527', '37.63897')",0.01564275867280949,75,113,1286,4576,16695,21707
"('55.801536', '37.636715')",0.0057109686670846,25,91,2011,4023,18506,21294
"('55.806565', '37.642662')",0.11841393796455957,80,125,1281,4405,16987,21069
"('55.815556', '37.624374')",0.12170561233270327,48,86,1682,3549,17995,18466
"('55.816045', '37.627247')",0.13259083655598475,45,217,1199,3889,17440,18840
"('55.8145435', '37.6248368')",0.09719002006247304,30,158,1579,3748,17761,19024
"('55.8158484', '37.6282409')",0.07350419113627689,47,220,1168,3930,17341,18965
"('55.812216', '37.632368')",0.03267977804710316,113,124,1321,3964,17312,20054
"('55.810602', '37.632098')",0.09502596251930931,85,147,1419,3943,17460,20210
"('55.8064017', '37.6481266')",0.11614676379576862,16,181,1229,4320,16803,21026
"('55.809904', '37.635081')",0.0895938816473925,146,101,1325,4058,17410,20224
"('55.810688', '37.63676')",0.0044953543012193065,145,95,1147,4168,17160,20264
"('55.8039169', '37.6292881')",0.1349985385886891,8,161,1966,4032,17552,22144
"('55.806545', '37.632107')",0.21719384108965797,61,186,1757,3983,17648,20903
"('55.806545', '37.632107')",0.21719384108965797,61,186,1757,3983,17648,20903
"('55.808948', '37.638')",0.0,150,81,1183,4229,16888,20744
"('55.806499', '37.643911')",0.0463206676655773,57,148,1263,4380,16827,21148
"('55.632825', '37.744549')",0.04724634732397193,47,77,2464,1202,10305,15409
"('55.632825', '37.744549')",0.04724634732397193,47,77,2464,1202,10305,15409
"('55.6339225', '37.7472722')",0.10775826032214922,44,192,2092,1638,9855,15656
"('55.63254', '37.762471')",0.01948856858250003,68,204,1299,2277,7231,16737
"('55.633953', '37.761078')",0.08392794876950174,105,175,1479,2245,7457,16724
"('55.633537', '37.760845')",0.08719325857409366,79,210,1451,2153,7812,16366
"('55.637333', '37.77095')",0.05059742416692678,40,198,1371,2283,7027,16746
"('55.632139', '37.755392')",0.004444150352073571,36,244,1650,1931,8726,15858
"('55.635157', '37.746624')",0.019651167867452874,40,194,2035,1720,10046,15595
"('55.635157', '37.746624')",0.019651167867452874,40,194,2035,1720,10046,15595
"('55.636356', '37.747639')",0.048056146856034695,34,211,1995,1878,10088,15549
"('55.663918', '37.751772')",0.09538838980416216,140,259,1804,1525,13372,16431
"('55.69559', '37.604717')",0.14496035930396212,17,210,2725,5069,19694,23585
"('55.625755', '37.722882')",0.060392646066133496,44,196,2158,1621,9620,16335
"('55.6201123', '37.7485915')",0.18966721164897138,84,125,1748,1556,7953,15356
"('55.679991', '37.68447')",0.06473698456051193,48,153,1246,5116,16991,21930
"('55.601203', '37.727553')",0.00640256860042466,59,135,1443,1125,7930,13942
"('55.644008', '37.712542')",0.20907313163196226,53,46,1506,2994,13369,16959
"('55.619118', '37.72502')",0.2695490682298674,33,557,1229,2545,7885,17002
"('55.6499812', '37.738784')",0.0022255988665777645,408,149,1632,2523,13610,15345
"('55.64665', '37.657637')",0.11055422486037299,27,84,1193,3151,17191,17335
"('55.652496', '37.745007')",0.11817797106102956,243,545,1281,2294,12549,16118
"('55.678047', '37.6773')",0.10867025868111102,32,219,787,5748,16343,22415
"('55.641854', '37.763827')",0.04164463679346819,126,179,1509,2208,9611,15116
"('55.639517', '37.755491')",0.038537289842882023,170,109,1711,2163,10459,14811
"('55.637714', '37.76347')",0.06809339176253554,208,49,1629,2143,7869,16572
"('55.639517', '37.755491')",0.038537289842882023,170,109,1711,2163,10459,14811
"('55.6413', '37.767582')",0.14303942693415334,31,264,1362,2328,7808,16516
"('55.633658', '37.753928')",0.07047574501544283,60,211,1819,1856,9067,15861
"('55.629684', '37.745367')",0.1923722021256611,32,93,2306,1249,9676,15542
"('55.636824', '37.764995')",0.10702681456886687,166,86,1567,2174,7729,16397
"('55.637592', '37.76461')",0.1346066066663939,215,37,1627,2126,7823,16459
"('55.537801', '37.503971')",0.09897173291615273,27,92,755,840,3711,8839
"('55.659414', '37.759569')",0.015042012928065373,142,303,1739,1344,11843,15983
"('55.645426', '37.733707')",0.06395087918353033,83,403,1385,2993,13048,15375
"('55.6482618', '37.7208167')",0.005157375818158825,66,103,1477,3283,13509,16759
"('55.62235', '37.737614')",0.07611279685410184,64,129,2039,1422,9076,15492
"('55.65431', '37.763728')",0.021506615375558237,107,230,1795,1186,11549,15139
"('55.616661', '37.745322')",0.13245069400842904,50,210,1642,1617,7514,15697
"('55.688061', '37.7176547')",0.004853975902633631,8,155,1206,5368,15288,21310
"('55.618898', '37.719163')",0.10956148770595424,322,218,1522,2185,8210,17002
"('55.63636', '37.657097')",0.0016131818551762423,115,98,740,4016,15122,16894
"('55.635889', '37.76592')",0.09894324909826342,84,167,1464,2251,7338,16651
"('55.634237', '37.748601')",0.039421552487816536,36,222,2033,1698,9840,15595
"('55.60817', '37.72758')",0.1768164083975373,430,314,1316,1750,7458,15431
"('55.593726', '37.53826')",0.2150401736555775,21,31,512,3288,9483,13212
"('55.592744', '37.668713')",0.20426069175009048,40,112,584,3176,6521,16543
"('55.674631', '37.51344')",0.1067272099340001,63,219,2288,3217,16040,21445
"('55.616676', '37.497063')",0.2959816826142323,28,463,1051,2055,11792,13800
"('55.889816', '37.663322')",0.0030835721278500783,151,105,1065,2310,5417,14795
"('55.77557', '37.498096')",0.0810790592449198,51,81,1696,3324,15353,23315
"('55.720956', '37.811016')",0.15236625535343823,87,208,1170,2504,11154,14442
"('55.67145', '37.766468')",0.05644858763956558,82,321,1251,2124,12544,16771
"('55.632526', '37.67765')",0.07217893737321848,60,69,876,3899,13508,16335
"('55.896161', '37.612811')",0.1300046615658517,80,101,1177,2535,6260,13331
"('55.88001', '37.59277')",0.04236933642136586,37,438,1623,3127,9137,14381
"('55.876293', '37.580788')",0.18899298811162793,35,75,2274,2105,11020,13478
"('55.887276', '37.615047')",0.08593716630138057,25,402,1471,2588,7217,14560
"('55.900829', '37.589051')",0.06086138787651253,113,92,1245,2399,6434,12346
"('55.8798634', '37.5972609')",0.023460572178913695,22,421,1631,3129,8868,14780
"('55.89701', '37.600998')",0.07469279392211879,54,228,1121,2621,6388,13409
"('55.897686', '37.582394')",0.013426794654751583,98,186,1695,2093,7457,12187
"('55.900829', '37.589051')",0.06086138787651253,113,92,1245,2399,6434,12346
"('55.896171', '37.618498')",0.07689479890844839,69,106,1318,1947,6413,13416
"('55.902858', '37.574543')",0.08763818522212816,24,72,1747,1574,7556,10935
"('55.891182', '37.603416')",0.20608213632368128,60,556,969,3286,6285,14841
"('55.892092', '37.621902')",0.008093604583126374,61,110,1459,2223,6683,14072
"('55.898866', '37.625424')",0.10283652586315566,40,86,1256,1637,6134,13173
"('55.899199', '37.605652')",0.21058000472196145,42,130,1055,2549,6235,12590
"('55.900547', '37.61407')",0.22825055182132017,6,136,1012,2424,5695,13074
"('55.90435', '37.58175')",0.26097059404250617,27,125,1533,1597,7008,10820
"('55.90553', '37.57319')",0.14485781322037158,23,53,1409,1660,7123,10733
"('55.8798634', '37.5972609')",0.023460572178913695,22,421,1631,3129,8868,14780
"('55.890007', '37.605481')",0.17523899008779953,66,454,1191,3159,6490,14888
"('55.898866', '37.625424')",0.10283652586315566,40,86,1256,1637,6134,13173
"('55.907279', '37.567455')",0.24366388295223684,17,12,1310,1379,7274,10465
"('55.89237', '37.577418')",0.11088705618034292,20,242,1641,2292,8429,12651
"('55.881226', '37.583374')",0.10660999879999056,54,88,2046,2297,10339,13272
"('55.896626', '37.594494')",0.14691243821509853,140,181,1142,2719,6478,13428
"('55.898866', '37.625424')",0.10283652586315566,40,86,1256,1637,6134,13173
"('55.887836', '37.615784')",0.01574531185989331,20,415,1459,2597,7161,14543
"('55.894844', '37.583355')",0.0023609962219214194,119,216,1389,2588,7573,12793
"('55.892006', '37.613826')",0.18214037636945055,75,138,1390,2532,6837,13736
"('55.89137', '37.58552')",0.002928153137389296,154,184,1424,2653,7905,13270
"('55.890163', '37.584946')",0.00044459227224200943,105,210,1493,2621,8245,13226
"('55.905357', '37.575756')",0.10098284733979128,23,56,1606,1467,7080,10719
"('55.898866', '37.625424')",0.10283652586315566,40,86,1256,1637,6134,13173
"('55.90627', '37.567528')",0.13472923507002968,16,25,1294,1584,7344,10565
"('55.900433', '37.608994')",0.17710471866442232,30,99,1054,2468,6013,12664
"('55.881226', '37.583374')",0.10660999879999056,54,88,2046,2297,10339,13272
"('55.892844', '37.577606')",0.08284362189325631,21,245,1797,2125,8561,12448
"('55.883244', '37.59594')",0.18289152152154114,76,454,1612,3009,8611,14075
"('55.895966', '37.570446')",0.2022033998927585,33,130,1886,1798,8617,11385
"('55.893808', '37.577376')",0.08902788260015657,29,251,1783,2078,8463,12291
"('55.894667', '37.590057')",0.0727933598711195,136,223,1154,2835,7041,13282
"('55.893713', '37.629421')",0.10755142731455468,29,96,1428,1952,6075,14354
"('55.886086', '37.592472')",0.16133055182549538,89,486,1433,2994,7837,14446
"('55.888966', '37.598743')",0.1389095548545697,125,483,1319,3092,7302,14324
"('55.904367', '37.589069')",0.08146736908026132,30,118,1183,2157,6459,11497
"('55.843414', '37.566072')",0.22795761703645312,49,138,1234,3504,14855,15151
"('55.679311', '37.44727')",0.07986323635318265,52,114,982,1978,11634,17301
"('55.694454', '37.470581')",0.1300168846602033,25,51,957,2646,13157,21719
"('55.698004', '37.474411')",0.0024445626866905702,16,88,832,2767,13349,21796
"('55.693622', '37.469189')",0.012884953516585891,23,50,998,2576,13048,21537
"('55.6988776', '37.4683463')",0.002145351280159578,39,48,899,2649,13227,21615
"('55.689918', '37.47024')",0.09237416351337237,25,30,1168,2386,13137,21227
"('55.692745', '37.453403')",0.06983449351610732,6,27,892,2450,11603,21496
"('55.698622', '37.474517')",0.001253535841413234,16,94,826,2752,13407,21760
"('55.70595', '37.47959')",0.06033462146696983,80,62,999,3195,13892,21745
"('55.699393', '37.468928')",0.06991207200691714,38,82,871,2680,13197,21689
"('55.699981', '37.466479')",0.04524443159848333,35,124,838,2674,13094,21642
"('55.698622', '37.474517')",0.001253535841413234,16,94,826,2752,13407,21760
"('55.696423', '37.47377')",0.10406483355232712,17,65,926,2774,13237,21814
"('55.713496', '37.487469')",0.0681954308549174,9,59,1149,2563,15400,21488
"('55.689035', '37.46997')",0.020815390191996512,24,37,1336,2223,13336,20687
"('55.699393', '37.468928')",0.06991207200691714,38,82,871,2680,13197,21689
"('55.69408', '37.477095')",0.2288759082067716,7,70,1031,2693,13593,21431
"('55.698004', '37.474411')",0.0024445626866905702,16,88,832,2767,13349,21796
"('55.702323', '37.463035')",0.21399049915577045,33,110,1056,2470,12758,22017
"('55.739404', '37.739899')",0.3810526360575367,3,19,1359,3835,16462,19778
"('55.704327', '37.780437')",0.005104201140903444,53,216,1257,2240,12808,17636
"('55.856982', '37.637569')",0.008647290974646425,15,181,1860,2846,12111,15244
"('55.647465', '37.610672')",0.18939972269784577,38,527,1545,4600,16650,18708
"('55.873541', '37.705095')",0.18103281148498138,15,175,936,1327,6990,14236
"('55.663918', '37.751772')",0.09538838980416216,140,259,1804,1525,13372,16431
"('55.69559', '37.604717')",0.14496035930396212,17,210,2725,5069,19694,23585
"('55.880295', '37.496174')",0.15550997135879746,46,60,1166,2637,8787,11280
"('55.874567', '37.580077')",0.11907273764117789,22,86,2276,2171,11569,13099
"('55.81745', '37.800865')",0.007177112758869469,62,290,1128,1288,6470,16036
"('55.865541', '37.653909')",0.10146033369220211,12,300,1808,2239,9509,16406
"('55.714035', '37.765884')",0.1434175473747049,30,129,1398,2606,14231,18135
"('55.707491', '37.928632')",0.009137381093561945,53,171,399,371,2996,6911
"('55.722036', '37.787498')",0.10535349602572472,71,168,1376,2408,13526,16245
"('55.81021', '37.723045')",0.10114823013747042,63,155,1202,2167,13546,18501
"('55.783524', '37.467096')",0.1560665910385974,58,225,882,2967,14424,18939
"('55.728652', '37.68067')",0.05281751396348672,52,112,4250,3530,20948,21163
"('55.70653', '37.786743')",0.16873057749777132,29,154,1142,2570,12143,17089
"('55.926605', '37.5402')",0.0034167719149041675,31,33,588,678,5541,8946
"('55.738388', '37.7049')",0.09081468519132428,26,76,2806,4214,18448,21303
"('55.672306', '37.76203')",0.03335586889645271,102,144,1495,1945,13050,17077
"('55.807101', '37.799328')",0.014877401882692485,328,138,1584,1102,7445,16902
"('55.70053', '37.758266')",0.057209440493408655,120,194,1492,2648,14539,19024
"('55.704874', '37.916936')",0.0017059685879843968,51,100,504,684,3439,8660
"('55.518265', '37.572701')",0.24502363880300282,11,21,388,848,2618,7184
"('55.653126', '37.558723')",0.10045914373658124,20,97,2611,3906,14089,22734
"('55.500856', '37.522207')",0.014399055811276724,16,32,399,508,1983,5598
"('55.566231', '37.497629')",0.07372262945466382,64,74,445,1725,6082,11866
"('55.65675', '37.563213')",0.20158192546695047,78,61,2696,3586,15320,21975
"('55.661217', '37.52978')",0.11934295712334288,25,151,1974,4068,14699,22251
"('55.592378', '37.604232')",0.101771511111977,117,161,1653,1684,11016,13739
"('55.603141', '37.588656')",0.007985322625295402,37,114,1823,1683,12523,13865
"('55.587453', '37.597163')",0.13658360611940487,64,147,1640,1625,10697,12215
"('55.59687', '37.593704')",0.05231787015177852,116,107,1710,1704,11341,14014
"('55.587453', '37.597163')",0.13658360611940487,64,147,1640,1625,10697,12215
"('55.5838', '37.591288')",0.13644186756319143,42,124,1045,2284,9675,12822
"('55.596457', '37.599822')",0.0,150,155,1691,1820,11236,14031
"('55.581726', '37.580842')",0.0044510116850028794,30,122,881,2314,8504,12961
"('55.584645', '37.603487')",0.003469210213146349,56,77,1447,1709,10066,12531
"('55.581726', '37.580842')",0.0044510116850028794,30,122,881,2314,8504,12961
"('55.582392', '37.58034')",0.00433874424173413,23,125,886,2306,9348,12208
"('55.589977', '37.601196')",0.006564316058357436,51,217,1648,1639,10863,12533
"('55.591259', '37.598339')",0.0019814863268865866,77,209,1616,1727,10810,12723
"('55.596457', '37.599822')",0.0,150,155,1691,1820,11236,14031
"('55.591259', '37.598339')",0.0019814863268865866,77,209,1616,1727,10810,12723
"('55.669518', '37.628882')",0.003830735862169485,41,405,2487,4127,20070,19911
"('55.582412', '37.578797')",0.0023587462463766154,23,104,909,2265,9388,12150
"('55.582629', '37.582469')",0.016923704289546804,24,135,876,2328,9492,12441
"('55.590913', '37.594953')",0.2063178686367983,60,189,1653,1670,10904,12585
"('55.588415', '37.601798')",0.028103416742907204,48,182,1685,1593,10689,12487
"('55.581872', '37.579927')",0.000358897162139655,37,112,893,2289,8540,12934
