coords,train_stations_closest_km,train_stations_less500m,train_stations_0.5-1km,train_stations_1-3km,train_stations_3-5km,train_stations_5-10km,train_stations_10-15km
"('55.554975', '37.507205')",21.166899190681406,0,0,0,0,0,0
"('55.546083', '37.549184')",21.22470484726347,0,0,0,0,0,0
"('55.5567986', '37.5068015')",20.990441811756924,0,0,0,0,0,0
"('55.5541523', '37.5028576')",21.359981672860723,0,0,0,0,0,0
"('55.54484', '37.556289')",21.243264629795803,0,0,0,0,0,0
"('55.523575', '37.508661')",24.38930298858351,0,0,0,0,0,0
"('55.540939', '37.452678')",23.61620783108932,0,0,0,0,0,0
"('55.547276', '37.534317')",21.368269233378964,0,0,0,0,0,0
"('55.529675', '37.512532')",23.667511304468665,0,0,0,0,0,0
"('55.53743', '37.506332')",22.99608082348051,0,0,0,0,0,0
"('55.564511', '37.487038')",20.498374871781976,0,0,0,0,0,0
"('55.554348', '37.512757')",21.096360186423478,0,0,0,0,0,0
"('55.5539', '37.553981')",20.30522244265432,0,0,0,0,0,0
"('55.541805', '37.521201')",22.211646056558063,0,0,0,0,0,0
"('55.531672', '37.50089')",23.718382885260006,0,0,0,0,0,0
"('55.487264', '37.30742')",2447.61021648906,0,0,0,0,0,0
"('55.572482', '37.567581')",18.08520550209196,0,0,0,0,0,0
"('55.567178', '37.573312')",18.573256903195475,0,0,0,0,0,0
"('55.570793', '37.571983')",18.200602179516704,0,0,0,0,0,0
"('55.563421', '37.573914')",18.97285118451227,0,0,0,0,0,0
"('55.577854', '37.572002')",17.43681427756107,0,0,0,0,0,0
"('55.518265', '37.572701')",23.91841057992526,0,0,0,0,0,0
"('55.563905', '37.582224')",18.812942561319424,0,0,0,0,0,0
"('55.576202', '37.58024')",17.49735670754586,0,0,0,0,0,0
"('55.517371', '37.5724')",24.019734462190915,0,0,0,0,0,0
"('55.563905', '37.582224')",18.812942561319424,0,0,0,0,0,0
"('55.539023', '37.575441')",21.614155442003465,0,0,0,0,0,0
"('55.572309', '37.569009')",18.081572570989486,0,0,0,0,0,0
"('55.559746', '37.575639')",19.349558306505315,0,0,0,0,0,0
"('55.584874', '37.464221')",18.749922843641883,0,0,0,0,0,0
"('55.745377', '37.67212')",1.5234837098891576,0,0,2,3,7,3
"('55.57066', '37.564913')",18.324026571192043,0,0,0,0,0,0
"('55.5603276', '37.578958')",19.243715156188486,0,0,0,0,0,0
"('55.576202', '37.58024')",17.49735670754586,0,0,0,0,0,0
"('55.517371', '37.5724')",24.019734462190915,0,0,0,0,0,0
"('55.8149827', '37.7588599')",1.544237498770136,0,0,1,0,6,4
"('55.811629', '37.702796')",2.95942597718932,0,0,1,3,6,4
"('55.8124948', '37.7391276')",1.2000627221745757,0,0,1,0,7,3
"('55.816895', '37.727625')",2.0003076193008087,0,0,1,0,7,3
"('55.81708', '37.746151')",1.597892148966042,0,0,1,0,6,4
"('55.8108798', '37.7423865')",0.9565095156608956,0,1,0,1,6,4
"('55.817192', '37.744')",1.621871577486893,0,0,1,0,6,4
"('55.81708', '37.746151')",1.597892148966042,0,0,1,0,6,4
"('55.817612', '37.745424')",1.6596362433598846,0,0,1,0,6,4
"('55.825856', '37.750191')",2.579911146224004,0,0,1,0,6,4
"('55.817612', '37.745424')",1.6596362433598846,0,0,1,0,6,4
"('55.8108798', '37.7423865')",0.9565095156608956,0,1,0,1,6,4
"('55.8027', '37.722037')",1.5828480462025485,0,0,1,1,8,2
"('55.82958', '37.758022')",3.0630369129687818,0,0,0,1,4,5
"('55.808308', '37.72192')",1.7065442916522955,0,0,1,0,8,2
"('55.8056', '37.716145')",1.9780134018527273,0,0,1,1,8,2
"('55.8090879', '37.7232228')",1.665617809977188,0,0,1,0,8,2
"('55.8115699', '37.7407137')",1.0655403000147814,0,0,1,0,7,3
"('55.806361', '37.728571')",1.2402984369154577,0,0,1,0,8,2
"('55.818048', '37.74628')",1.7052532913283514,0,0,1,0,6,4
"('55.808118', '37.727445')",1.3801470164231804,0,0,1,0,8,2
"('55.812509', '37.722046')",1.919743032344747,0,0,1,0,8,2
"('55.8108078', '37.7407356')",0.9872487214344264,0,1,0,1,6,4
"('55.81917', '37.751152')",1.8450882233554793,0,0,1,0,6,4
"('55.817612', '37.745424')",1.6596362433598846,0,0,1,0,6,4
"('55.810364', '37.717492')",2.0514146407825793,0,0,1,0,8,2
"('55.811457', '37.730832')",1.4159033807284604,0,0,1,0,7,3
"('55.81708', '37.746151')",1.597892148966042,0,0,1,0,6,4
"('55.81708', '37.746151')",1.597892148966042,0,0,1,0,6,4
"('55.81386', '37.72493')",1.8696567727494888,0,0,1,0,8,2
"('55.822321', '37.760818')",2.3393202941851543,0,0,1,0,6,3
"('55.81964', '37.724712')",2.3539577640159397,0,0,1,0,7,3
"('55.8056', '37.716145')",1.9780134018527273,0,0,1,1,8,2
"('55.81708', '37.746151')",1.597892148966042,0,0,1,0,6,4
"('55.800944', '37.705338')",2.6377086135423435,0,0,1,4,5,5
"('55.8118593', '37.7416374')",1.0749089755769026,0,0,1,0,7,3
"('55.8180948', '37.7528486')",1.74463985150581,0,0,1,0,6,4
"('55.80042', '37.710049')",2.3489539113767255,0,0,1,4,5,5
"('55.789269', '37.663809')",1.455088818602502,0,0,4,2,8,2
"('55.807769', '37.764636')",1.2239315226564296,0,0,1,0,6,4
"('55.818048', '37.74628')",1.7052532913283514,0,0,1,0,6,4
"('55.81708', '37.746151')",1.597892148966042,0,0,1,0,6,4
"('55.81335', '37.70311')",3.0106995923574376,0,0,0,3,5,5
"('55.815549', '37.757817')",1.5715577436525865,0,0,1,0,6,4
"('55.805187', '37.71283')",2.1772254527663923,0,0,1,3,6,4
"('55.817612', '37.745424')",1.6596362433598846,0,0,1,0,6,4
"('55.822', '37.759235')",2.271395057250211,0,0,1,0,6,4
"('55.803085', '37.712975')",2.151448704213545,0,0,1,3,6,4
"('55.81335', '37.70311')",3.0106995923574376,0,0,0,3,5,5
"('55.80608', '37.712128')",2.235247305628854,0,0,1,2,7,3
"('55.504208', '37.539043')",25.895942021249944,0,0,0,0,0,0
"('55.503204', '37.53685')",26.038351023027015,0,0,0,0,0,0
"('55.507973', '37.584308')",24.934746973035974,0,0,0,0,0,0
"('55.495765', '37.52068')",2426.992393125007,0,0,0,0,0,0
"('55.568736', '37.489805')",19.999744088683258,0,0,0,0,0,0
"('55.542986', '37.47872')",22.95068583670029,0,0,0,0,0,0
"('55.475169', '37.525208')",2425.699624720366,0,0,0,0,0,0
"('55.50213', '37.32641')",30.791648232607503,0,0,0,0,0,0
"('55.49493', '37.515874')",2427.4299804146103,0,0,0,0,0,0
"('55.504517', '37.536823')",25.89717917173105,0,0,0,0,0,0
"('55.503971', '37.592716')",25.308840242791973,0,0,0,0,0,0
"('55.504374', '37.586778')",25.310689208611404,0,0,0,0,0,0
"('55.539677', '37.460086')",23.613791176368885,0,0,0,0,0,0
"('55.4772347', '37.528589')",2425.452589309587,0,0,0,0,0,0
"('55.540822', '37.45504')",23.58400025290122,0,0,0,0,0,0
"('55.545375', '37.523824')",21.781701027069563,0,0,0,0,0,0
"('55.543274', '37.459843')",23.234336513017382,0,0,0,0,0,0
"('55.540266', '37.458732')",23.575259697712582,0,0,0,0,0,0
"('55.503204', '37.53685')",26.038351023027015,0,0,0,0,0,0
"('55.524355', '37.51167')",24.24393728386409,0,0,0,0,0,0
"('55.546812', '37.493955')",22.321954262516552,0,0,0,0,0,0
"('55.50213', '37.32641')",30.791648232607503,0,0,0,0,0,0
"('55.503721', '37.589778')",25.35870417066276,0,0,0,0,0,0
"('55.520762', '37.351222')",28.21765255379676,0,0,0,0,0,0
"('55.4772347', '37.528589')",2425.452589309587,0,0,0,0,0,0
"('55.508524', '37.339337')",29.77330322668408,0,0,0,0,0,0
"('55.536545', '37.506763')",23.078032971283594,0,0,0,0,0,0
"('55.526093', '37.510745')",24.08102295307044,0,0,0,0,0,0
"('55.49493', '37.515874')",2427.4299804146103,0,0,0,0,0,0
"('55.502666', '37.53829')",26.07403786915174,0,0,0,0,0,0
"('55.500392', '37.521677')",26.592757829208335,0,0,0,0,0,0
"('55.500596', '37.519207')",26.614862613199794,0,0,0,0,0,0
"('55.568471', '37.486867')",20.073670707102917,0,0,0,0,0,0
"('55.5346857', '37.5009365')",23.4055351308943,0,0,0,0,0,0
"('55.543582', '37.49709')",22.58431293824682,0,0,0,0,0,0
"('55.541206', '37.48661')",23.029742065403468,0,0,0,0,0,0
"('55.532675', '37.38292')",26.118621157775852,0,0,0,0,0,0
"('55.631742', '37.666261')",11.039891496836608,0,0,0,0,0,3
"('55.517371', '37.5724')",24.019734462190915,0,0,0,0,0,0
"('55.532675', '37.38292')",26.118621157775852,0,0,0,0,0,0
"('55.468576', '37.28851')",2448.7069139143923,0,0,0,0,0,0
"('55.540475', '37.492644')",23.013439657036415,0,0,0,0,0,0
"('55.54267', '37.486618')",22.870566508083964,0,0,0,0,0,0
"('55.544023', '37.47804')",22.848998701064662,0,0,0,0,0,0
"('55.54267', '37.486618')",22.870566508083964,0,0,0,0,0,0
"('55.54673', '37.488142')",22.408457256880716,0,0,0,0,0,0
"('55.497587', '37.517257')",2427.4035930501636,0,0,0,0,0,0
"('55.54673', '37.488142')",22.408457256880716,0,0,0,0,0,0
"('55.545584', '37.483211')",22.602834109455568,0,0,0,0,0,0
"('55.569036', '37.487263')",20.006532605572126,0,0,0,0,0,0
"('55.54673', '37.488142')",22.408457256880716,0,0,0,0,0,0
"('55.550132', '37.489203')",22.02423900282443,0,0,0,0,0,0
"('55.507046', '37.57191')",25.15740645688923,0,0,0,0,0,0
"('55.487463', '37.33693')",2444.7141721727194,0,0,0,0,0,0
"('55.549516', '37.488475')",22.101267908492968,0,0,0,0,0,0
"('55.5124399', '37.5801894')",24.48065231343633,0,0,0,0,0,0
"('55.641295', '37.403522')",15.273129458229773,0,0,0,0,0,0
"('55.495765', '37.52068')",2426.992393125007,0,0,0,0,0,0
"('55.550687', '37.509361')",21.55475097506271,0,0,0,0,0,0
"('55.54649', '37.489385')",22.417482079934885,0,0,0,0,0,0
"('55.487463', '37.33693')",2444.7141721727194,0,0,0,0,0,0
"('55.500524', '37.541943')",26.250500499091824,0,0,0,0,0,0
"('55.53666', '37.507835')",23.041704921266597,0,0,0,0,0,0
"('55.549327', '37.487586')",22.13426049492769,0,0,0,0,0,0
"('55.541922', '37.494144')",22.8278975483388,0,0,0,0,0,0
"('55.500392', '37.521677')",26.592757829208335,0,0,0,0,0,0
"('55.541004', '37.493225')",22.94478065947254,0,0,0,0,0,0
"('55.5015837', '37.5981332')",25.5357192967922,0,0,0,0,0,0
"('55.589204', '37.167393')",30.393963674411125,0,0,0,0,0,0
"('55.575409', '37.473249')",19.565816024715254,0,0,0,0,0,0
"('55.496348', '37.517823')",2427.296976121996,0,0,0,0,0,0
"('55.820847', '37.65276')",3.391428836399133,0,0,0,3,5,5
"('55.56971', '37.49039')",19.88561588200018,0,0,0,0,0,0
"('55.49493', '37.515874')",2427.4299804146103,0,0,0,0,0,0
"('55.498133', '37.518012')",2427.3519387820597,0,0,0,0,0,0
"('55.511705', '37.366817')",28.662762098082307,0,0,0,0,0,0
"('55.544061', '37.562335')",21.236951000822316,0,0,0,0,0,0
"('55.50368', '37.588745')",25.37136118135953,0,0,0,0,0,0
"('55.549501', '37.564904')",20.610277913095217,0,0,0,0,0,0
"('55.500621', '37.576124')",25.82030952583221,0,0,0,0,0,0
"('55.5511', '37.571884')",20.340392774755948,0,0,0,0,0,0
"('55.54857', '37.553234')",20.8902416937776,0,0,0,0,0,0
"('55.502083', '37.57618')",25.65895320074418,0,0,0,0,0,0
"('55.510647', '37.565193')",24.83865685440743,0,0,0,0,0,0
"('55.563905', '37.582224')",18.812942561319424,0,0,0,0,0,0
"('55.81028', '37.616844')",2.2044997780502085,0,0,2,4,6,4
"('55.812303', '37.599757')",2.1277069453950315,0,0,1,2,8,2
"('55.80427', '37.611088')",1.8160981854361993,0,0,2,4,6,4
"('55.821113', '37.591431')",2.986214028046798,0,0,1,2,7,3
"('55.807911', '37.612362')",2.1270904182185832,0,0,2,4,6,4
"('55.816555', '37.5934')",2.4937050454484546,0,0,1,2,7,3
"('55.79526', '37.625')",0.5624620775314133,0,1,3,4,6,4
"('55.784554', '37.630527')",0.9031383299735216,0,1,4,3,7,3
"('55.828598', '37.576405')",3.8819833091604274,0,0,0,1,7,3
"('55.821113', '37.591431')",2.986214028046798,0,0,1,2,7,3
"('55.8053599', '37.589619')",1.2286791085952682,0,0,1,2,8,2
"('55.809055', '37.589256')",1.6379709385477321,0,0,1,2,8,2
"('55.812358', '37.583634')",2.02347678723482,0,0,1,2,7,3
"('55.821113', '37.591431')",2.986214028046798,0,0,1,2,7,3
"('55.808083', '37.61088')",2.0923186352552214,0,0,2,4,6,4
"('55.806499', '37.643911')",1.7041969947282936,0,0,1,4,6,4
"('55.810436', '37.563988')",2.3428526894651447,0,0,1,2,6,4
"('55.790297', '37.612847')",1.2650462271561023,0,0,3,4,6,4
"('55.812459', '37.556685')",2.817809976957617,0,0,1,1,7,3
"('55.82537', '37.59751')",3.5029749987006267,0,0,0,2,7,3
"('55.815747', '37.568246')",2.6869225398850225,0,0,1,2,6,4
"('55.8025889', '37.5918333')",0.9460060784166133,0,1,2,2,8,2
"('55.812312', '37.595316')",2.0496823977305323,0,0,1,2,8,2
"('55.806747', '37.611824')",2.0293141980574934,0,0,2,4,6,4
"('55.8053599', '37.589619')",1.2286791085952682,0,0,1,2,8,2
"('55.8025889', '37.5918333')",0.9460060784166133,0,1,2,2,8,2
"('55.78525', '37.560404')",1.6082888345594915,0,0,2,2,7,3
"('55.774598', '37.54595')",2.233753481939832,0,0,1,2,7,3
"('55.811103', '37.561113')",2.5175023212062184,0,0,1,2,6,4
"('55.650175', '37.615407')",8.98784748983424,0,0,0,0,1,6
"('55.646396', '37.63615')",9.282029692397622,0,0,0,0,1,6
"('55.648575', '37.617842')",9.139372498867676,0,0,0,0,1,6
"('55.642499', '37.615803')",9.827460652699083,0,0,0,0,1,3
"('55.65461', '37.625595')",8.41087477039712,0,0,0,0,1,6
"('55.6542767', '37.6257333')",8.446884192720379,0,0,0,0,1,6
"('55.66667', '37.621076')",7.1176172238987165,0,0,0,0,2,7
"('55.6512', '37.591152')",9.258949182914263,0,0,0,0,1,6
"('55.66833', '37.593964')",7.413597407213703,0,0,0,0,2,7
"('55.673103', '37.530526')",8.10991085406714,0,0,0,0,2,7
"('55.644359', '37.61503')",9.630485285942648,0,0,0,0,1,6
"('55.63027', '37.592113')",11.469682161115982,0,0,0,0,0,3
"('55.6324625', '37.6076822')",11.014633870165959,0,0,0,0,0,3
"('55.644359', '37.614114')",9.639872319991511,0,0,0,0,1,6
"('55.654528', '37.607197')",8.617568934290883,0,0,0,0,1,6
"('55.662334', '37.605715')",7.800565038420742,0,0,0,0,2,7
"('55.66119', '37.6056')",7.925137424326118,0,0,0,0,2,7
"('55.637656', '37.617636')",10.344758833675876,0,0,0,0,0,3
"('55.651363', '37.61062')",8.914008633248404,0,0,0,0,1,6
"('55.662217', '37.620869')",7.609197234931622,0,0,0,0,2,7
"('55.659886', '37.615919')",7.918150336511332,0,0,0,0,2,6
"('55.651994', '37.62828')",8.685212619428503,0,0,0,0,1,6
"('55.6374156', '37.6102554')",10.443081154826938,0,0,0,0,0,3
"('55.676018', '37.68418')",6.6075014469529,0,0,0,0,2,8
"('55.662217', '37.620869')",7.609197234931622,0,0,0,0,2,7
"('55.668569', '37.611608')",7.033616062166502,0,0,0,0,2,7
"('55.65461', '37.625595')",8.41087477039712,0,0,0,0,1,6
"('55.651134', '37.60723')",8.984763516354446,0,0,0,0,1,6
"('55.6545218', '37.6009467')",8.71935518368125,0,0,0,0,1,6
"('55.6546297', '37.6061646')",8.622136437524185,0,0,0,0,1,6
"('55.64945', '37.61205')",9.105128020585797,0,0,0,0,1,6
"('55.661623', '37.615569')",7.732528726859174,0,0,0,0,2,7
"('55.651363', '37.61062')",8.914008633248404,0,0,0,0,1,6
"('55.672783', '37.536014')",8.055602715433448,0,0,0,0,2,7
"('55.860181', '37.69905')",7.0732733542095,0,0,0,0,4,5
"('55.820566', '37.66238')",3.6324372048078257,0,0,0,3,5,5
"('55.8178557', '37.6333335')",2.814420666078465,0,0,1,3,7,3
"('55.833572', '37.65577')",4.789428667706159,0,0,0,1,7,3
"('55.825629', '37.647298')",3.7931299713897246,0,0,0,1,7,3
"('55.850574', '37.684148')",6.634341398956662,0,0,0,0,6,4
"('55.866306', '37.708332')",7.486012978888364,0,0,0,0,2,6
"('55.850636', '37.686142')",6.5661860609099705,0,0,0,0,6,4
"('55.81995', '37.651394')",3.267109242282708,0,0,0,4,4,6
"('55.8298785', '37.6607697')",4.512562519966765,0,0,0,1,7,3
"('55.819084', '37.653694')",3.2336343303865163,0,0,0,4,5,5
"('55.813749', '37.642096')",2.4308429180440165,0,0,1,4,6,4
"('55.810466', '37.624247')",2.0590764056067705,0,0,2,4,6,4
"('55.810688', '37.63676')",2.03279687731418,0,0,1,4,6,4
"('55.813314', '37.641')",2.3676874193769795,0,0,1,4,6,4
"('55.867041', '37.709596')",7.538236448602373,0,0,0,0,2,6
"('55.850574', '37.684148')",6.634341398956662,0,0,0,0,6,4
"('55.863707', '37.692483')",7.606716821794748,0,0,0,0,4,4
"('55.820642', '37.642042')",3.179843828161623,0,0,0,4,5,5
"('55.856335', '37.69941')",6.678522515552691,0,0,0,0,6,3
"('55.82048', '37.65002')",3.2926407676768163,0,0,0,4,4,6
"('55.822478', '37.648492')",3.474594454008042,0,0,0,2,6,4
"('55.828132', '37.650226')",4.109532696224087,0,0,0,1,7,3
"('55.818301', '37.62678')",2.886806790819875,0,0,1,2,8,2
"('55.8145435', '37.6248368')",2.493290543326735,0,0,1,4,6,4
"('55.816217', '37.626196')",2.6620836967477106,0,0,1,3,7,3
"('55.825127', '37.62865')",3.6320876894243175,0,0,0,2,7,3
"('55.850574', '37.684148')",6.634341398956662,0,0,0,0,6,4
"('55.8154079', '37.6271093')",2.5647500733938,0,0,1,3,7,3
"('55.82318', '37.62634')",3.4294014122260097,0,0,0,2,7,3
"('55.812388', '37.64365')",2.3115451672405616,0,0,1,4,6,4
"('55.810466', '37.624247')",2.0590764056067705,0,0,2,4,6,4
"('55.866834', '37.702625')",7.664787987725054,0,0,0,0,2,6
"('55.807404', '37.640594')",1.7247946328578379,0,0,1,4,6,4
"('55.808948', '37.638')",1.8534506836697933,0,0,1,4,6,4
"('55.833572', '37.65577')",4.789428667706159,0,0,0,1,7,3
"('55.810688', '37.63676')",2.03279687731418,0,0,1,4,6,4
"('55.812337', '37.658571')",2.7368393621703286,0,0,1,4,6,4
"('55.8072401', '37.6337868')",1.6338125103729522,0,0,1,5,5,5
"('55.82318', '37.62634')",3.4294014122260097,0,0,0,2,7,3
"('55.829456', '37.663494')",4.539519689606367,0,0,0,1,7,3
"('55.818301', '37.62678')",2.886806790819875,0,0,1,2,8,2
"('55.870713', '37.71371')",7.854592725367801,0,0,0,0,1,7
"('55.826554', '37.65028')",3.9415504265196497,0,0,0,1,7,3
"('55.823393', '37.619899')",3.5218194652790804,0,0,0,2,7,3
"('55.870713', '37.71371')",7.854592725367801,0,0,0,0,1,7
"('55.870713', '37.71371')",7.854592725367801,0,0,0,0,1,7
"('55.691379', '37.604906')",4.79395012828514,0,0,0,1,4,5
"('55.694813', '37.607914')",4.367416880447203,0,0,0,1,6,4
"('55.675631', '37.62872')",6.062922212553988,0,0,0,0,3,6
"('55.680143', '37.609685')",5.832428165633138,0,0,0,0,3,6
"('55.7094255', '37.6240153')",2.4633674663888216,0,0,1,0,9,1
"('55.6873515', '37.5984783')",5.379253573277216,0,0,0,0,3,6
"('55.673676', '37.601106')",6.693564304771977,0,0,0,0,2,7
"('55.699943', '37.619683')",3.544681294617285,0,0,0,1,6,4
"('55.7094255', '37.6240153')",2.4633674663888216,0,0,1,0,9,1
"('55.703842', '37.615875')",3.2445101543588977,0,0,0,1,7,3
"('55.699943', '37.619683')",3.544681294617285,0,0,0,1,6,4
"('55.698173', '37.619827')",3.7267749488221367,0,0,0,1,6,4
"('55.713998', '37.619989')",2.1404245707828355,0,0,1,1,8,2
"('55.698173', '37.619827')",3.7267749488221367,0,0,0,1,6,4
"('55.692734', '37.60302')",4.716554397058352,0,0,0,1,6,3
"('55.708288', '37.643228')",2.4000523724027327,0,0,1,0,8,2
"('55.696487', '37.612747')",4.067446320859798,0,0,0,1,6,4
"('55.691745', '37.610269')",4.6132048436176865,0,0,0,1,6,3
"('55.69181', '37.607978')",4.6659395179935235,0,0,0,1,6,3
"('55.699406', '37.624444')",3.5082775582530226,0,0,0,1,6,4
"('55.699943', '37.619683')",3.544681294617285,0,0,0,1,6,4
"('55.710732', '37.640551')",2.1176489184110547,0,0,1,0,9,1
"('55.671174', '37.62908')",6.5539491930278135,0,0,0,0,3,6
"('55.6825589', '37.6943914')",6.284244823434518,0,0,0,0,2,8
"('55.870693', '37.550846')",8.813649100965943,0,0,0,0,1,8
"('55.861272', '37.541234')",8.007938796108402,0,0,0,0,3,6
"('55.861524', '37.5425')",8.005386808234677,0,0,0,0,3,6
"('55.860077', '37.54629')",7.771873876660203,0,0,0,0,3,6
"('55.86405', '37.554447')",8.040749002220034,0,0,0,0,3,6
"('55.860944', '37.567212')",7.5281764866087695,0,0,0,0,3,6
"('55.858867', '37.561284')",7.376209140402205,0,0,0,0,3,6
"('55.866687', '37.557107')",8.28376959369044,0,0,0,0,2,7
"('55.860994', '37.542051')",7.9604537785805976,0,0,0,0,3,6
"('55.860077', '37.54629')",7.771873876660203,0,0,0,0,3,6
"('55.855043', '37.557013')",7.031727595246099,0,0,0,0,3,7
"('55.903014', '37.550801')",12.321063752810876,0,0,0,0,0,3
"('55.859968', '37.566683')",7.427107134600748,0,0,0,0,3,6
"('55.871284', '37.497548')",10.273537369518229,0,0,0,0,0,7
"('55.860994', '37.542051')",7.9604537785805976,0,0,0,0,3,6
"('55.879455', '37.53657')",10.009401405971978,0,0,0,0,0,6
"('55.865389', '37.558122')",8.128424015685923,0,0,0,0,3,6
"('55.850368', '37.578181')",6.2669278845402765,0,0,0,0,6,4
"('55.867578', '37.562794')",8.304910181599254,0,0,0,0,2,7
"('55.86204', '37.555695')",7.804311766797584,0,0,0,0,3,6
"('55.867714', '37.552742')",8.462413082386652,0,0,0,0,2,7
"('55.85726', '37.563323')",7.173379811695196,0,0,0,0,3,7
"('55.866718', '37.553918')",8.336209077599582,0,0,0,0,2,7
"('55.867714', '37.552742')",8.462413082386652,0,0,0,0,2,7
"('55.86995', '37.549004')",8.765459070957666,0,0,0,0,1,8
"('55.847442', '37.564967')",6.085417794388003,0,0,0,0,5,5
"('55.857458', '37.567958')",7.137871482656669,0,0,0,0,3,7
"('55.86132', '37.565414')",7.589694430605133,0,0,0,0,3,6
"('55.857656', '37.569233')",7.145920724639837,0,0,0,0,3,7
"('55.85726', '37.563323')",7.173379811695196,0,0,0,0,3,7
"('55.79942', '37.539223')",3.1163122328945443,0,0,0,2,7,3
"('55.821371', '37.587946')",3.007596366681807,0,0,0,3,5,5
"('55.833182', '37.531595')",5.588324338758922,0,0,0,0,4,6
"('55.882064', '37.502858')",11.12983220705166,0,0,0,0,0,3
"('55.733364', '37.828938')",9.270238344385774,0,0,0,0,1,6
"('55.736726', '37.824508')",8.804525895592581,0,0,0,0,1,6
"('55.710749', '37.794607')",9.883623972530453,0,0,0,0,2,6
