,author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price,coords
6982,BOND недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307677240/,16,23,3,120.0,Раменки, Столетова,7,150000,"('55.749962', '37.691215')"
6983,ID 10244002,homeowner,https://www.cian.ru/rent/flat/307670126/,3,22,3,72.0,Раменки,Мосфильмовская ,53,160000,"('55.704823', '37.497495')"
6984,Татьяна Терехова,realtor,https://www.cian.ru/rent/flat/307632800/,14,14,3,71.0,Раменки,проспект Генерала Дорохова,39к2А,50000,"('55.716171', '37.496692')"
6985,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307607032/,14,20,3,128.0,Раменки,Мосфильмовская ,88к4,500000,"('55.702901', '37.491251')"
6986,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/307572025/,31,47,3,145.0,Раменки,Мосфильмовская ,70к2,400000,"('55.714206', '37.505355')"
6987,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307564906/,33,47,3,134.0,Раменки,Мосфильмовская ,70к2,400000,"('55.714206', '37.505355')"
6988,Максим Федоров,realtor,https://www.cian.ru/rent/flat/307562433/,12,15,3,105.0,Раменки, Столетова,7к1,200000,"('55.704981', '37.501618')"
6989,ID 8060898,realtor,https://www.cian.ru/rent/flat/307552265/,13,28,3,74.5,Раменки,Винницкая ,8к2,200000,"('55.701212', '37.492662')"
6990,Slava Realty,real_estate_agent,https://www.cian.ru/rent/flat/307546975/,13,17,3,125.0,Раменки,Воробьевское шоссе,4С1,600000,"('55.72778', '37.536438')"
6991,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307538842/,26,32,3,142.0,Раменки,Мосфильмовская ,8,620000,"('55.723592', '37.527256')"
6992,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/307526685/,19,28,3,62.0,Раменки,Винницкая ,8к1,200000,"('55.701846', '37.492177')"
6993,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307501155/,30,54,3,110.0,Раменки,Мосфильмовская ,8,250000,"('55.723592', '37.527256')"
6994,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307493582/,23,53,3,151.0,Раменки,Мосфильмовская ,8,400000,"('55.723592', '37.527256')"
6995,Александр Петров,realtor,https://www.cian.ru/rent/flat/307485486/,4,22,3,135.0,Раменки,Ломоносовский проспект,25к2,300000,"('55.695195', '37.530229')"
6996,ID 32363035,homeowner,https://www.cian.ru/rent/flat/307464373/,33,43,3,134.0,Раменки,Мосфильмовская ,70к2,400000,"('55.714206', '37.505355')"
6997,ID 13287997,real_estate_agent,https://www.cian.ru/rent/flat/307460744/,10,17,3,110.0,Раменки,Мичуринский проспект,11К2,200000,"('55.700444', '37.51071')"
6998,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307432139/,14,21,3,82.0,Раменки,Мосфильмовская ,88к4,200000,"('55.702901', '37.491251')"
6999,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/307416709/,23,53,3,151.0,Раменки,Мосфильмовская ,8,400000,"('55.723592', '37.527256')"
7000,ID 514294,homeowner,https://www.cian.ru/rent/flat/307414532/,14,21,3,82.0,Раменки,Мосфильмовская ,88к4,200000,"('55.702901', '37.491251')"
7001,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307385950/,2,16,3,70.0,Раменки,Воробьевское шоссе,4,175000,"('55.727394', '37.535754')"
7002,Moscow Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307363346/,6,19,3,106.2,Раменки,Ломоносовский проспект,25к5,300000,"('55.692317', '37.531551')"
7003,Moscow Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307311729/,6,19,3,106.0,Раменки,Ломоносовский проспект,25к5,300000,"('55.692317', '37.531551')"
7004,ID 81678362,homeowner,https://www.cian.ru/rent/flat/307300653/,2,10,3,110.0,Раменки, Пырьева,2,270000,"('55.724697', '37.528118')"
7005,Verges of estate,real_estate_agent,https://www.cian.ru/rent/flat/307212362/,44,53,3,105.0,Раменки,Мосфильмовская ,8,350000,"('55.723592', '37.527256')"
7006,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307083849/,17,43,3,133.0,Раменки,Мосфильмовская ,70к2,260000,"('55.714206', '37.505355')"
7007,ID 80253360,homeowner,https://www.cian.ru/rent/flat/307056567/,3,5,3,53.96,Раменки,Мосфильмовская ,33,170000,"('55.71232', '37.511625')"
7008,Екатерина Комарова,realtor,https://www.cian.ru/rent/flat/307038630/,12,23,3,102.0,Раменки,Мичуринский проспект,34,230000,"('55.698285', '37.497872')"
7009,Елена Литвинова,realtor,https://www.cian.ru/rent/flat/306939732/,14,28,3,61.0,Раменки,Винницкая ,8к4,195000,"('55.7016804', '37.4925216')"
7010,333980,real_estate_agent,https://www.cian.ru/rent/flat/306675098/,4,22,3,130.0,Раменки,Ломоносовский проспект,25к2,300000,"('55.695195', '37.530229')"
7011,MERSI,real_estate_agent,https://www.cian.ru/rent/flat/306603852/,18,19,3,105.0,Раменки,Ломоносовский проспект,25к5,300000,"('55.692317', '37.531551')"
7012,Квест,real_estate_agent,https://www.cian.ru/rent/flat/306588872/,5,12,3,75.6,Раменки, Столетова,17,155000,"('55.701648', '37.498644')"
7013,ID 50346057,homeowner,https://www.cian.ru/rent/flat/306447397/,11,22,3,110.7,Раменки, Пырьева,9К1,160000,"('55.727278', '37.525522')"
7014,SHESHIN HOUSE,real_estate_agent,https://www.cian.ru/rent/flat/306312714/,7,17,3,110.0,Раменки,Мичуринский проспект,11К1,180000,"('55.700039', '37.509028')"
7015,ID 5081794,realtor,https://www.cian.ru/rent/flat/306269938/,15,21,3,120.0,Раменки,Мосфильмовская ,88к2с6,260000,"('55.705488', '37.493344')"
7016,Light House Estate,real_estate_agent,https://www.cian.ru/rent/flat/306153688/,6,17,3,80.0,Раменки,Мичуринский проспект,25К2,110000,"('55.696316', '37.504555')"
7017,Verges of estate,real_estate_agent,https://www.cian.ru/rent/flat/306132865/,31,43,3,145.0,Раменки,Мосфильмовская ,70к2,400000,"('55.714206', '37.505355')"
7018,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/305871342/,31,42,3,145.0,Раменки,Мосфильмовская ,70к2,400000,"('55.714206', '37.505355')"
7019,ID 106147412,homeowner,https://www.cian.ru/rent/flat/305838675/,15,18,3,120.0,Раменки,Мосфильмовская ,88к4с3,350000,"('55.703454', '37.489509')"
7020,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/305791081/,32,48,3,145.0,Раменки,Мосфильмовская ,70к2,400000,"('55.714206', '37.505355')"
7021,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/rent/flat/305641884/,5,16,3,122.6,Раменки,Мичуринский проспект,6к3,290000,"('55.712766', '37.528064')"
7022,Славянка - офис Северо-Запад,real_estate_agent,https://www.cian.ru/rent/flat/304497537/,6,14,3,70.0,Раменки,проспект Генерала Дорохова,39к1,220000,"('55.718032', '37.496631')"
7023,ID 55863448,unknown,https://www.cian.ru/rent/flat/304200815/,40,42,3,144.5,Раменки,Мосфильмовская ,70к2,315000,"('55.714206', '37.505355')"
7024,ID 43578941,unknown,https://www.cian.ru/rent/flat/304092590/,12,53,3,100.0,Раменки,Мосфильмовская ,8,400000,"('55.723592', '37.527256')"
7025,Екатерина Москвина,realtor,https://www.cian.ru/rent/flat/307250475/,2,3,1,46.0,Красносельский,Мясницкая ,13С2,200000,"('55.7622179', '37.6337951')"
7026,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307092239/,3,3,1,37.0,Красносельский,Мясницкая ,13С2,150000,"('55.7622179', '37.6337951')"
7027,Рамиз Азизов,realtor,https://www.cian.ru/rent/flat/307656316/,4,12,2,45.0,Мещанский,Последний переулок,15,115000,"('55.770126', '37.628326')"
7028,Антонина Басенко,realtor,https://www.cian.ru/rent/flat/307520619/,6,9,1,35.0,Тверской,1-й Колобовский переулок,15/6,120000,"('55.768936', '37.61811')"
7029,Метр-Инфо,real_estate_agent,https://www.cian.ru/rent/flat/307582157/,4,4,1,37.0,Тверской,Малый Гнездниковский переулок,10,140000,"('55.762145', '37.606227')"
7030,Наталья Шелестова,realtor,https://www.cian.ru/rent/flat/307739920/,7,8,2,60.0,Таганский,Славянская площадь,2/5с1,280000,"('55.753038', '37.635')"
7031,ID 13756130,realtor,https://www.cian.ru/rent/flat/285832817/,5,5,2,98.0,Басманный,Кривоколенный переулок,10С4,300000,"('55.761112', '37.635961')"
7032,Людмила Виноградова,realtor,https://www.cian.ru/rent/flat/223190281/,4,4,3,80.0,Хамовники,Комсомольский проспект,14/1К2,200000,"('55.731374', '37.589985')"
7033,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307701681/,7,7,3,89.0,Басманный,Большой Златоустинский переулок,3АС2,160000,"('55.7598634', '37.6331784')"
7034,Лилия Рахматуллина,realtor,https://www.cian.ru/rent/flat/306339560/,3,6,3,84.4,Басманный,Подкопаевский переулок,9С1,185000,"('55.75371', '37.642124')"
7035,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/306021965/,2,8,3,81.0,Таганский,Славянская площадь,2/5с1,440000,"('55.753038', '37.635')"
7036,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/305209776/,2,5,3,82.0,Таганский,Славянская площадь,2/5с1,439999,"('55.753038', '37.635')"
7037,ID 6732,realtor,https://www.cian.ru/rent/flat/307023884/,2,5,2,60.0,Хамовники,Фрунзенская набережная,2/1,180000,"('55.734567', '37.595716')"
7038,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307344836/,3,8,1,41.0,Хамовники,Комсомольский проспект,40,79900,"('55.721873', '37.573977')"
7040,ID 121350793,homeowner,https://www.cian.ru/rent/flat/306869299/,3,8,1,41.0,Хамовники,Комсомольский проспект,40,79900,"('55.721873', '37.573977')"
7041,Moscow Estate,real_estate_agent,https://www.cian.ru/rent/flat/306608571/,8,15,1,70.0,Хамовники,Малая Пироговская ,8,270000,"('55.72961', '37.570474')"
7042,АРМ-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/294557811/,13,14,1,40.0,Хамовники, Усачева,4,105000,"('55.729437', '37.572872')"
7043,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307742065/,8,8,2,65.0,Хамовники, Хамовнический Вал,4,180000,"('55.71675', '37.57678')"
7044,Елеанна Горбунова,realtor,https://www.cian.ru/rent/flat/307686803/,8,14,2,48.0,Хамовники,Большая Пироговская ,29,130000,"('55.729594', '37.56688')"
7045,Шамиль Хайруллин,realtor,https://www.cian.ru/rent/flat/307613161/,5,10,2,75.0,Хамовники,3-я Фрунзенская ,9,200000,"('55.721234', '37.576816')"
7046,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307436387/,5,10,2,45.0,Хамовники,Фрунзенская набережная,50,150000,"('55.718659', '37.576807')"
7047,ID 102583537,realtor,https://www.cian.ru/rent/flat/306966234/,2,16,2,59.3,Хамовники,Фрунзенская набережная,50,120000,"('55.718659', '37.576807')"
7048,Качанова и партнеры,real_estate_agent,https://www.cian.ru/rent/flat/305253509/,8,8,2,58.1,Хамовники, Хамовнический Вал,4,180000,"('55.71675', '37.57678')"
7049,ID 276063,homeowner,https://www.cian.ru/rent/flat/304902853/,5,5,2,50.0,Хамовники,Малая Пироговская ,6/4к1,120000,"('55.7305892', '37.5712284')"
7050,Moscow Estate,real_estate_agent,https://www.cian.ru/rent/flat/303930916/,8,15,2,98.0,Хамовники,Малая Пироговская ,8,370000,"('55.72961', '37.570474')"
7051,Михаил Ивано,realtor,https://www.cian.ru/rent/flat/298231394/,8,12,2,70.0,Хамовники,3-я Фрунзенская ,1,155000,"('55.719337', '37.581318')"
7052,Rento.one,real_estate_agent,https://www.cian.ru/rent/flat/297651221/,6,10,2,50.0,Хамовники, Усачева,4,130000,"('55.729437', '37.572872')"
7053,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/297080429/,4,5,2,60.0,Хамовники, Усачева,29К8,130000,"('55.723252', '37.563521')"
7054,ID 83364698,homeowner,https://www.cian.ru/rent/flat/296953691/,4,5,2,60.0,Хамовники, Усачева,29К8,130000,"('55.723252', '37.563521')"
7055,Анастасия Иванова,realtor,https://www.cian.ru/rent/flat/291479751/,8,8,2,60.0,Хамовники,3-я Фрунзенская ,12,130000,"('55.721929', '37.577804')"
7056,ID 154585,unknown,https://www.cian.ru/rent/flat/274916135/,8,8,2,53.0,Хамовники, Хамовнический Вал,28,150000,"('55.720585', '37.567042')"
7057,ID 451686,realtor,https://www.cian.ru/rent/flat/211724842/,5,10,2,45.0,Хамовники,Фрунзенская набережная,50,150000,"('55.718659', '37.576807')"
7058,ID 124603,realtor,https://www.cian.ru/rent/flat/195977961/,4,8,2,44.0,Хамовники,3-я Фрунзенская ,13,100000,"('55.7224843', '37.5740008')"
7059,Татьяна Ивашнева,realtor,https://www.cian.ru/rent/flat/307726900/,8,11,3,106.0,Хамовники, Ефремова,10к2,450000,"('55.725085', '37.572834')"
7060,Life Style,real_estate_agent,https://www.cian.ru/rent/flat/307715175/,11,13,3,163.8,Хамовники,Большая Пироговская ,8,600000,"('55.728297', '37.561221')"
7061,Анастасия Иванова,realtor,https://www.cian.ru/rent/flat/307630426/,5,8,3,87.0,Хамовники,Комсомольский проспект,38/16,160000,"('55.723004', '37.575468')"
7062,Анжела Головина,realtor,https://www.cian.ru/rent/flat/307530358/,1,9,3,55.0,Хамовники,3-я Фрунзенская ,26,135000,"('55.7246313', '37.5723859')"
7063,Екатерина Абдулмянова,realtor,https://www.cian.ru/rent/flat/307459712/,4,11,3,80.0,Хамовники,Фрунзенская набережная,38/1,250000,"('55.721006', '37.584326')"
7064,ID 30287,realtor,https://www.cian.ru/rent/flat/307385859/,5,8,3,70.0,Хамовники,Комсомольский проспект,44,145000,"('55.720687', '37.572378')"
7065,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307340020/,6,12,3,105.0,Хамовники,Малая Пироговская ,8,650000,"('55.72961', '37.570474')"
7066,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307270508/,9,12,3,120.0,Хамовники,Трубецкая ,12,800000,"('55.726894', '37.574345')"
7067,PANDA ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/306607824/,3,12,3,110.0,Хамовники,Малая Пироговская ,8,900000,"('55.72961', '37.570474')"
7068,Хозяин Сервис,real_estate_agent,https://www.cian.ru/rent/flat/306461703/,5,5,3,77.0,Хамовники, Ефремова,22,200000,"('55.722091', '37.56777')"
7069,Stapler Estate,real_estate_agent,https://www.cian.ru/rent/flat/306448131/,9,11,3,121.2,Хамовники,Трубецкая ,12,590000,"('55.726894', '37.574345')"
